fips,name,gcd_funding,pgma,moratorium_june,moratorium,land_score,infra_score,risk_june,risk_sept,rank_june,rank_sept,rank_delta,is_lit,is_peer
48393,Roberts,0,0,0,0,0.95766802461892,0.233170238173445,0.67449378596458,0.67449378596458,79,79,0,FALSE,FALSE
48377,Presidio,0,0,0,0,0.999123355022689,0.183968998877487,0.674139487095575,0.674139487095575,80,80,0,FALSE,FALSE
48327,Menard,0,0,0,0,0.977198910537034,0.209447442455513,0.674097109900087,0.674097109900087,81,81,0,FALSE,FALSE
48119,Delta,0,0,0,0,0.796608562769761,0.419665241673736,0.673897688345311,0.673897688345311,82,82,0,FALSE,FALSE
48267,Kimble,0,0,0,0,0.986840944567461,0.192345692029194,0.671618753719061,0.671618753719061,83,83,0,FALSE,FALSE
48159,Franklin,0,0,0,0,0.905868013320158,0.283546025961764,0.670234868343043,0.670234868343043,84,84,0,FALSE,FALSE
48413,Schleicher,0,0,0,0,0.965596524389721,0.210002819835658,0.668600358358218,0.668600358358218,85,85,0,FALSE,FALSE
48437,Swisher,0,0,0,0,0.631540780627789,0.596490853518599,0.667226813096701,0.667226813096701,86,86,0,FALSE,FALSE
48373,Polk,0,0,0,0,0.874989253806827,0.311414615659877,0.666780907491289,0.666780907491289,87,87,0,FALSE,FALSE
48013,Atascosa,0,0,0,0,0.677126382498362,0.539641174711687,0.665674227391823,0.665674227391823,88,88,0,FALSE,FALSE
48063,Camp,0,0,0,0,0.945114306717224,0.22177438535989,0.663466246695502,0.663466246695502,89,89,0,FALSE,FALSE
48137,Edwards,0,0,0,0,0.995459032624698,0.162072818478952,0.663057167153532,0.663057167153532,90,90,0,FALSE,FALSE
48053,Burnet,0,0,0,0,0.651198023634723,0.56017048261757,0.661558062445837,0.661558062445837,91,91,0,FALSE,FALSE
48271,Kinney,0,0,0,0,0.994530522782814,0.158163349847318,0.660942973556581,0.660942973556581,92,92,0,FALSE,FALSE
48147,Fannin,0,0,0,0,0.669000704412327,0.535386221614242,0.659858118781438,0.659858118781438,93,93,0,FALSE,FALSE
48353,Nolan,0,0,0,0,0.269040327215067,1,0.659008389039686,0.659008389039686,94,94,0,TRUE,FALSE
48351,Newton,0,0,0,0,0.995564412654466,0.151656680918049,0.658698468654211,0.658698468654211,95,95,0,FALSE,FALSE
48343,Morris,0,0,0,0,0.966566026912088,0.179773062689888,0.656278397781577,0.656278397781577,96,96,0,FALSE,FALSE
48285,Lavaca,0,0,0,0,0.760989903015579,0.417045067617131,0.655191472334102,0.655191472334102,97,97,0,FALSE,FALSE
48405,San Augustine,0,0,0,0,0.990816253003763,0.148668463998114,0.655087360999684,0.655087360999684,98,98,0,FALSE,FALSE
48069,Castro,0,0,0,0,0.659035022008296,0.523109995069017,0.649736348930687,0.649736348930687,100,99,1,FALSE,FALSE
48359,Oldham,0,0,0,0,0.938628175104287,0.193647550130463,0.648351469649032,0.648351469649032,101,100,1,FALSE,FALSE
48435,Sutton,0,0,0,0,0.98830329542076,0.135226926418115,0.648154005794777,0.648154005794777,102,101,1,FALSE,FALSE
