fips,name,gcd_funding,pgma,moratorium_june,moratorium,land_score,infra_score,risk_june,risk_sept,rank_june,rank_sept,rank_delta,is_lit,is_peer
48451,Tom Green,0,0,0,0,0.150600597064034,0.369272611644107,0.333411295976696,0.333411295976696,212,212,0,FALSE,FALSE
48381,Randall,0,0,0,0,0.137624371164487,0.369718357376095,0.327189402173715,0.327189402173715,213,213,0,FALSE,FALSE
48469,Victoria,0,0,0,0,0.251359894950811,0.22754795835243,0.323175497020124,0.323175497020124,214,214,0,FALSE,FALSE
48047,Brooks,0,0,0,0,0.361052194966235,0.0674879290369462,0.309588674544654,0.309588674544654,215,215,0,FALSE,FALSE
48085,Collin,1,0,0,0,0.0561666586495839,1,0.306827305141197,0.306827305141197,216,216,0,TRUE,FALSE
48341,Moore,0,0,0,0,0.265767679835504,0.16156387977018,0.302352127889163,0.302352127889163,217,217,0,FALSE,FALSE
48117,Deaf Smith,0,0,0,0,0.118349975835286,0.294318570282067,0.28573889725509,0.28573889725509,218,218,0,FALSE,FALSE
48331,Milam,2,0,0,0,0.512562365475095,1,0.285285469736165,0.285285469736165,219,219,0,TRUE,FALSE
48245,Jefferson,0,0,0,0,0.0877581312361714,0.305198907595254,0.275232930588363,0.275232930588363,220,220,0,FALSE,FALSE
48485,Wichita,0,0,0,0,0.110240766914927,0.270349013182275,0.271582688854258,0.271582688854258,221,221,0,FALSE,FALSE
48007,Aransas,0,0,0,0,0.23446213586573,0.122375364279759,0.270291695570044,0.270291695570044,222,222,0,FALSE,FALSE
48409,San Patricio,0,0,0,0,0.201663352145446,0.153931612341809,0.267450740081277,0.267450740081277,223,223,0,FALSE,FALSE
48337,Montague,1,1,0,0,0.67478359183199,0.464012325213801,0.261968837235728,0.261968837235728,224,224,0,FALSE,FALSE
48183,Gregg,0,0,0,0,0.13297750145139,0.218471647496511,0.260847621772815,0.260847621772815,225,225,0,FALSE,FALSE
48427,Starr,0,0,0,0,0.270330437826182,0.040460209129847,0.253324384195621,0.253324384195621,226,226,0,FALSE,FALSE
48489,Willacy,0,0,0,0,0.275741409763952,0.0329697785348016,0.252825711575455,0.252825711575455,227,227,0,FALSE,FALSE
48375,Potter,0,0,0,0,0.10610349685481,0.230028443474768,0.252464829558894,0.252464829558894,228,228,0,FALSE,FALSE
48371,Pecos,2,0,0,0,0.430975765769707,1,0.244979229818992,0.244979229818992,229,229,0,TRUE,FALSE
48273,Kleberg,0,0,0,0,0.186091526574022,0.0923091018093053,0.233663464799342,0.233663464799342,230,230,0,FALSE,FALSE
48505,Zapata,0,0,0,0,0.21118943695239,0.0616387278285526,0.23307508398084,0.23307508398084,231,231,0,FALSE,FALSE
48111,Dallam,0,0,0,0,0.183218664915578,0.078061194849902,0.226210845459038,0.226210845459038,232,232,0,FALSE,FALSE
48357,Ochiltree,0,0,0,0,0.125410325571815,0.143134543333037,0.225207379573637,0.225207379573637,233,233,0,FALSE,FALSE
48465,Val Verde,0,0,0,0,0.102990053953696,0.164998002329323,0.223389267654445,0.223389267654445,234,234,0,FALSE,FALSE
48367,Parker,1,1,0,0,0.601121776181656,0.450244670185942,0.219747705286313,0.219747705286313,235,235,0,FALSE,TRUE
48323,Maverick,0,0,0,0,0.0651832595438577,0.14749020815941,0.197297818727641,0.197297818727641,236,236,0,FALSE,FALSE
48121,Denton,1,1,0,0,0.0645678575847445,1,0.18747021372441,0.18747021372441,237,237,0,TRUE,FALSE
48479,Webb,0,0,0,0,0.0578742772597124,0.131060933462007,0.186729912264759,0.186729912264759,238,238,0,FALSE,FALSE
48061,Cameron,0,0,0,0,0.149807774863244,0.0223731697471742,0.186123518554574,0.186123518554574,239,239,0,FALSE,FALSE
48217,Hill,2,0,1,0,0.619587905713791,0.616252772189685,0.175659856319198,0.175659856319198,240,240,0,FALSE,TRUE
48355,Nueces,0,0,0,0,0.0403643924503079,0.119688268156743,0.173263695978067,0.173263695978067,241,241,0,FALSE,FALSE
48075,Childress,2,0,0,0,0.279044128749421,1,0.16992042071478,0.16992042071478,242,242,0,TRUE,FALSE
48139,Ellis,2,0,0,0,0.254803449694204,1,0.15794479445651,0.15794479445651,243,243,0,TRUE,FALSE
48215,Hidalgo,0,0,0,0,0.0753191955656231,0.0333014479682267,0.153951542342433,0.153951542342433,244,244,0,FALSE,FALSE
48221,Hood,1,1,0,0,0.383107791426973,0.540487712692051,0.150256038702378,0.150256038702378,245,245,0,FALSE,TRUE
48141,El Paso,0,0,0,0,0.0385342838329015,0.050319375574273,0.142985003495298,0.142985003495298,246,246,0,FALSE,FALSE
48189,Hale,2,0,0,0,0.191860289284186,1,0.126848975611351,0.126848975611351,247,247,0,TRUE,FALSE
48027,Bell,2,0,0,0,0.121036424410603,1,0.091859851174687,0.091859851174687,248,248,0,TRUE,FALSE
48041,Brazos,2,0,0,0,0.114345602900783,1,0.088554383634777,0.088554383634777,249,249,0,TRUE,FALSE
48453,Travis,2,0,0,0,0.0490389897546892,1,0.0562909478849154,0.0562909478849154,250,250,0,TRUE,FALSE
48029,Bexar,2,0,0,0,0.0448031137563535,1,0.0541982974390722,0.0541982974390722,251,251,0,TRUE,FALSE
48209,Hays,2,0,0,0,0.293539383763057,0.678618349290957,0.0409910356145264,0.0409910356145264,252,252,0,FALSE,TRUE
48201,Harris,2,0,0,0,0.0109511169020426,1,0.0374743904272308,0.0374743904272308,253,253,0,TRUE,FALSE
48439,Tarrant,1,1,0,0,0.0118968515010802,0.618733105506804,0,0,254,254,0,FALSE,FALSE
