fips,rural_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,severe_housing_cost_burden_raw_value
16017,0.7277860327,0,0.1583001328,0.1398756193
16019,0.1519150721,1,0.133229404,0.0957446809
16021,1,1,0.1376248613,0.1364444444
16023,1,0,0.1063829787,0.0840425532
16025,1,0,0.1492537313,0.1598639456
16027,0.1872698557,1,0.1367487942,0.1037294595
16029,1,1,0.0789473684,0.0757511638
16031,0.5031433786,1,0.1199250468,0.09
16033,1,0,0.0892857143,0.069124424
16035,1,1,0.1151079137,0.1185747664
16037,1,0,0.1166180758,0.1013513514
16039,0.3790902114,1,0.1002352941,0.09998028
16041,1,1,0.1644591611,0.1153765471
16043,1,1,0.1083916084,0.0606751825
16045,0.4680227998,0,0.1223902088,0.0735625705
16047,1,0,0.1202590194,0.1048991354
16049,1,1,0.1151135474,0.0906235276
16051,0.6671198731,0,0.1326912788,0.0858193277
16053,0.4881792301,0,0.1446620341,0.0940313867
16055,0.2351163035,1,0.1356389124,0.1276159877
16057,0.3442315965,1,0.1610951926,0.1432816946
16059,1,0,0.1488095238,0.1541053922
16061,1,1,0.1093247588,0.1015572106
16063,1,0,0.1222222222,0.0809551543
16065,0.2189065069,1,0.2249778565,0.1477026702
16067,0.4436218942,0,0.1588594705,0.1051282051
16069,0.1890947969,0,0.1789317507,0.1441651706
16071,1,0,0.0738636364,0.0884955752
16073,1,1,0.1182033097,0.0911451571
16075,0.4124320492,1,0.1370010787,0.1050307013
16077,1,0,0.0983302412,0.1141716567
16079,1,0,0.0957642726,0.1139513951
16081,1,1,0.1345238095,0.1237022311
16083,0.3469115785,1,0.1281774765,0.1146683596
16085,0.6854248255,1,0.1409214092,0.1203729092
16087,0.4758095238,0,0.1654501217,0.1232876712
17001,0.3393826916,1,0.104323827,0.1018377576
17003,0.9694656489,0,0.1376404494,0.1244131455
17005,0.5955156951,0,0.109926169,0.0891055242
17007,0.2939679689,0,0.1365440593,0.1116246945
17009,1,0,0.055,0.0661616162
17011,0.5498435808,1,0.1073241479,0.0888987501
17013,1,0,0.1062992126,0.0369747899
17015,1,0,0.0722222222,0.0870542885
17017,0.5198589173,0,0.074222668,0.0775395712
17019,0.1595074442,1,0.1735809861,0.1731426913
17021,0.5068758815,1,0.0810910431,0.1099890402
17023,1,0,0.0893416928,0.08380835
17025,0.6392986153,0,0.1037649219,0.0776605944
17027,0.8021626602,0,0.0961066293,0.0831214689
17029,0.2632567271,0,0.1403552047,0.1198803731
17031,0.0005478111,1,0.1974753749,0.1767803399
17033,0.6716098292,0,0.1051930759,0.0851033702
17035,1,0,0.0690909091,0.076373491
17037,0.2175662219,0,0.1572052402,0.1575054236
17039,0.5280355762,0,0.0919366993,0.0955177743
17041,0.7496453901,0,0.1212920237,0.0853466387
17043,0.0018780611,0,0.1406220764,0.1229660691
17045,0.5069370331,1,0.0881378396,0.0602029622
17047,1,0,0.0583804143,0.0777690495
17049,0.5964578285,1,0.0921658986,0.0654844102
17051,0.6225800447,1,0.1070959264,0.0731573157
17053,0.6654352002,0,0.1136363636,0.1174883051
17055,0.591947942,0,0.1469048352,0.1192307692
17057,0.6079323991,0,0.0820439007,0.0769924134
17059,1,0,0.0632318501,0.0636456212
17061,1,0,0.0654101996,0.0760817879
17063,0.2502807759,0,0.1148313492,0.1143222884
17065,1,0,0.0485893417,0.0408805031
17067,0.8402951192,0,0.0719131615,0.0787304204
17069,1,0,0.0666666667,0.0425383543
17071,0.994676687,0,0.0686456401,0.0714840715
17073,0.498011525,0,0.0775733466,0.0732658228
17075,0.8274919674,1,0.1129893238,0.1097213281
17077,0.4094838978,0,0.1971102006,0.1773441391
17079,1,0,0.0987983979,0.0804274466
17081,0.5880688707,0,0.1262833676,0.1057318538
17083,0.5941335069,0,0.074168798,0.0771746239
17085,0.8839119582,0,0.1024487756,0.0942449582
17087,1,0,0.0998766954,0.0852401308
17089,0.0402248113,0,0.1481532563,0.1206194014
17091,0.2840412271,1,0.152435246,0.1354658056
17093,0.1137037515,0,0.1079236553,0.0916145181
17095,0.3226129245,0,0.1377885784,0.1408724231
17097,0.0141528848,1,0.1462628101,0.123611321
17099,0.3159915373,1,0.1166573816,0.1119459053
17101,0.6968586387,0,0.0669724771,0.0699691596
17103,0.5317908918,1,0.1099185788,0.0960818758
17105,0.6459583973,1,0.115038115,0.0880685844
17107,0.5001250581,0,0.0867787369,0.0997370398
17109,0.4252147735,1,0.1849710983,0.1702371507
17111,0.1408959188,1,0.1111014024,0.1031942316
17113,0.2155784597,1,0.1237113402,0.1149736299
17115,0.1703013519,0,0.1190338611,0.0963002603
17117,0.6551915849,0,0.0949008499,0.0903376437
17119,0.1643916512,1,0.1218182658,0.1080208382
17121,0.4779347452,0,0.1180124224,0.1067400644
17123,1,0,0.0920245399,0.080625
17125,1,0,0.085492228,0.0941671238
17127,0.5288305456,0,0.0933211345,0.0762535478
17129,1,0,0.0586510264,0.0668674699
17131,1,0,0.0985804416,0.0792789919
17133,0.4149934214,0,0.0597181009,0.0606547793
17135,0.5323105204,0,0.0928667564,0.1013829191
17137,0.3619018684,1,0.0955631399,0.0866651079
17139,0.6961310753,0,0.0955690704,0.0653907496
17141,0.678728663,0,0.112662494,0.0919563059
17143,0.1694274872,0,0.1467153285,0.1374514573
17145,0.7167343041,0,0.098027127,0.0669140056
17147,0.6410364062,0,0.0777860883,0.0753558052
17149,1,0,0.1120764553,0.1106274937
17151,1,0,0.0620437956,0.0547619048
17153,1,0,0.102425876,0.0829875519
17155,1,0,0.0826086957,0.0761825031
17157,0.7898750124,0,0.0736568458,0.0653230796
17159,0.4534876368,0,0.0901253918,0.0728487886
17161,0.1154404446,1,0.1301589917,0.1158223232
17163,0.1415578866,0,0.1317446043,0.1276156584
17165,0.6515062269,0,0.1296758105,0.1005792522
17167,0.1888429941,1,0.128855016,0.111968639
17169,1,1,0.0706319703,0.0648912228
17171,1,0,0.0616966581,0.053470437
17173,0.765412101,1,0.0957810718,0.082063306
17175,1,0,0.1039823009,0.0763636364
17177,0.4592202554,0,0.1194494936,0.1167504631
17179,0.2182225166,1,0.0989389427,0.0965501494
17181,0.6481094874,1,0.0917910448,0.0954586197
17183,0.3953739149,0,0.1146411162,0.1045190955
17185,0.3871138104,0,0.1025369979,0.1223053234
17187,0.4541728542,0,0.1026392962,0.0648606811
17189,0.9931691011,0,0.0851979346,0.0796638041
17191,0.705420607,1,0.119205298,0.1228310502
17193,0.6348634431,0,0.1063268893,0.1257473842
17195,0.4355102261,0,0.1043328304,0.0830131356
17197,0.0487481242,1,0.1241747348,0.1110180922
17199,0.4103465221,0,0.1186954197,0.1051070369
17201,0.0969405993,1,0.1440038181,0.1354907539
17203,0.7016143708,1,0.0790459966,0.0926327573
18001,0.7084252562,1,0.1636807818,0.0794034328
18003,0.1291870995,0,0.1104507513,0.1050517903
18005,0.3069409303,0,0.1100448847,0.1073257557
18007,1,1,0.1069277108,0.0829341317
18009,0.4934775429,0,0.1319234642,0.1056706424
18011,0.2719171892,1,0.0876387294,0.0879025239
18013,1,0,0.1403647898,0.1006933976
18015,0.9456810795,0,0.0704761905,0.0677056719
18017,0.4620015844,0,0.1069643452,0.0836912845
18019,0.2133071276,1,0.0981363783,0.0819276607
18021,0.5999773294,0,0.0715648855,0.0659680639
18023,0.4945766797,1,0.0979827089,0.0640887638
18025,1,0,0.1254480287,0.0949581732
18027,0.6129534765,0,0.1286574871,0.0845019122
18029,0.6021034353,0,0.088974359,0.0694818048
18031,0.5267074645,1,0.0791154791,0.077758216
18033,0.5297353519,0,0.0843731432,0.0804350424
18035,0.2305925668,1,0.1561403509,0.1429725182
18037,0.4759951417,0,0.0917510854,0.0864735985
18039,0.2325752124,0,0.121522181,0.114324094
18041,0.3845200444,0,0.1312661499,0.115100087
18043,0.3405148849,0,0.0837896134,0.0832843809
18045,1,0,0.0949598247,0.0793749033
18047,0.8886109282,0,0.0770095559,0.0935605627
18049,0.6419433594,0,0.1057631412,0.1098957663
18051,0.7472660628,0,0.1012020163,0.0778246601
18053,0.3856525782,0,0.1279467681,0.1169047989
18055,0.8280037659,0,0.1291098637,0.0949424716
18057,0.0574068904,1,0.0812692886,0.0825050683
18059,0.276753507,0,0.0697146563,0.0669676686
18061,0.8563574923,0,0.0762036716,0.052739726
18063,0.1524074879,0,0.0837704657,0.0763831163
18065,0.6206607515,0,0.0951735358,0.0785322929
18067,0.2566042698,0,0.101369863,0.0971136324
18069,0.5211663303,0,0.0907568654,0.0749575263
18071,0.4777504954,0,0.0981934732,0.0632726849
18073,0.8326447536,1,0.075230092,0.063114288
18075,0.6892274636,0,0.1086556169,0.0910652921
18077,0.4736476906,0,0.1101960784,0.0908348309
18079,0.7488139644,0,0.1189427313,0.0800462918
18081,0.127345223,0,0.0967633459,0.1029139991
18083,0.454274847,0,0.1154864328,0.0800437846
18085,0.4836365902,1,0.1010964205,0.0920322177
18087,1,0,0.1015873016,0.0798531811
18089,0.0453679567,1,0.1446448289,0.1344019861
18091,0.3652116673,1,0.1218356259,0.100783636
18093,0.6793672658,1,0.1012016021,0.084544325
18095,0.2462248999,1,0.135040405,0.110003713
18097,0.0087944879,0,0.164638935,0.153804965
18099,0.7336153596,0,0.1055440261,0.0859491334
18101,1,0,0.1204055767,0.1010666667
18103,0.4555920138,0,0.0954372624,0.0945883083
18105,0.2119626677,0,0.1996151155,0.1847042877
18107,0.5291280051,1,0.1057068742,0.0889566485
18109,0.5410002786,0,0.0997214485,0.0944134697
18111,1,0,0.0919854281,0.1197735987
18113,0.7769138378,0,0.0810734463,0.0702136189
18115,1,1,0.0921568627,0.0512925728
18117,1,0,0.0823899371,0.0948990161
18119,1,0,0.1148608644,0.0830271859
18121,0.9937484526,1,0.1367753623,0.093389297
18123,0.5429838289,1,0.1102990033,0.0891863239
18125,1,0,0.0819512195,0.0784192013
18127,0.2357936668,0,0.1155051485,0.1050460649
18129,0.7041075252,1,0.0884691849,0.0930559743
18131,1,1,0.0794633643,0.0987548304
18133,0.72253989,0,0.0868274583,0.0542926506
18135,0.6656599461,0,0.1013280866,0.0743835337
18137,0.8136575272,1,0.1366292135,0.1035240275
18139,0.6138371538,0,0.1121987952,0.1203100775
18141,0.100193469,0,0.1290322581,0.11979062
18143,0.6892224409,0,0.132808399,0.08964251
18145,0.5259127733,0,0.1057800224,0.1111111111
18147,1,0,0.0724269377,0.0628019324
18149,1,0,0.1044247788,0.089055794
18151,0.6315957601,1,0.0913075237,0.0918481088
18153,0.7658644377,0,0.1346534653,0.084921067
18155,1,0,0.1147098516,0.0688194812
18157,0.1565145959,1,0.158356546,0.1636614639
18159,0.6154046487,0,0.0584890333,0.0468315048
18161,1,0,0.0921985816,0.0731618979
18163,0.07956766,0,0.1410842587,0.1270600109
18165,0.5865664875,0,0.093871218,0.0714061519
18167,0.2476708148,0,0.1528348398,0.1604514826
18169,0.5014850207,1,0.0976874003,0.0748160262
18171,1,1,0.0898203593,0.0751012777
18173,0.2674105606,1,0.0793422405,0.0798227983
18175,0.7652047406,0,0.1043233083,0.0960249268
18177,0.3769927727,0,0.134339482,0.1219465649
18179,0.6328601845,0,0.0899280576,0.0662661569
18181,0.6139014906,1,0.0999476714,0.1005621487
18183,0.6908543184,0,0.0655737705,0.0680655446
19001,1,0,0.0974842767,0.1047275115
19003,1,0,0.0849673203,0.0987482615
19005,1,0,0.0945829751,0.101539526
19007,0.5722172607,0,0.1544715447,0.136
19009,1,0,0.092,0.0941224825
19011,0.8130987292,0,0.0660049628,0.0667342799
19013,0.129666626,0,0.1453287197,0.1328535895
19015,0.5316863185,1,0.0694962687,0.0790813964
19017,0.6334640628,0,0.0798755187,0.0714886459
19019,0.6707512764,0,0.105973025,0.0667666917
19021,0.430437497,0,0.110592938,0.0727616987
19023,1,0,0.1015358362,0.0752094101
19025,1,1,0.0737913486,0.0594893393
19027,0.5110789981,1,0.0970319635,0.0823117338
19029,0.4966100404,1,0.1177489177,0.1312225154
19031,1,1,0.0901084011,0.0849877618
19033,0.203283326,0,0.0975983648,0.0867125463
19035,0.5964144793,0,0.083902439,0.0913195157
19037,1,1,0.0839160839,0.080615001
19039,0.4580426754,0,0.1443850267,0.0862024994
19041,0.3306274414,0,0.1009110021,0.083698572
19043,0.9907293317,0,0.1168032787,0.1132731063
19045,0.3014851485,0,0.1078251767,0.1068099226
19047,0.5072919818,0,0.1087662338,0.075459209
19049,0.2134874295,0,0.0845404267,0.0728895779
19051,1,0,0.1047619048,0.0708918654
19053,1,1,0.1260229133,0.1186556927
19055,0.7190645014,0,0.1079913607,0.1030311655
19057,0.2697764071,0,0.1346830986,0.142003621
19059,0.2681466418,0,0.1062384188,0.1028137243
19061,0.3172486048,0,0.1233084609,0.1141572017
19063,0.3849595228,0,0.1374837873,0.0843437006
19065,0.6990619714,0,0.1085749537,0.1193687961
19067,0.5357394254,0,0.0774962742,0.0781374581
19069,1,0,0.0571776156,0.0372997111
19071,0.9986373959,0,0.0912408759,0.0674199623
19073,1,0,0.1187335092,0.1028556319
19075,1,0,0.0626865672,0.0737836751
19077,1,0,0.1075027996,0.0993066428
19079,0.4942482878,0,0.0650542118,0.090696899
19081,1,0,0.0824295011,0.0925090253
19083,0.7003199431,0,0.1030561478,0.0896247911
19085,1,0,0.1028667791,0.08654831
19087,0.5467239527,0,0.0865829478,0.1011054193
19089,1,0,0.0714285714,0.0759921193
19091,0.4436803168,0,0.0787589499,0.0931506849
19093,1,0,0.0711864407,0.0616848784
19095,1,1,0.0879526977,0.0880119136
19097,0.6870413138,0,0.0854114713,0.0821900566
19099,0.5783725174,0,0.0887265136,0.0706029801
19101,0.4119261955,0,0.1307922272,0.1471406491
19103,0.166551088,1,0.1683037557,0.1646466469
19105,0.7379153347,0,0.0924891372,0.083779648
19107,1,0,0.1148730351,0.1072515213
19109,0.6329241975,0,0.1012461059,0.0874738704
19111,0.4094769781,0,0.105899076,0.104791501
19113,0.1369176592,0,0.102991453,0.0988833508
19115,1,0,0.1174289246,0.058186398
19117,1,0,0.1217150761,0.1265963354
19119,1,0,0.0836197022,0.0831359545
19121,0.6931955523,0,0.0776470588,0.0808616922
19123,0.4348355115,0,0.1032331254,0.0855915005
19125,0.4696534387,0,0.1057401813,0.0896122619
19127,0.3172671737,0,0.1274509804,0.0884914874
19129,0.6541701188,1,0.0924528302,0.0817490494
19131,1,0,0.0738636364,0.0846438483
19133,1,0,0.0871862616,0.0840042941
19135,1,0,0.1,0.084478022
19137,0.4660212972,0,0.098173516,0.1038555828
19139,0.418434139,0,0.1114089961,0.1056111508
19141,0.6382033564,0,0.1137566138,0.0858621921
19143,1,0,0.0845864662,0.0965682362
19145,0.3375846427,1,0.1061588331,0.1059602649
19147,1,0,0.0719131615,0.0612132858
19149,0.605494591,0,0.0775269872,0.0637473935
19151,1,0,0.0753205128,0.078564172
19153,0.0447338653,0,0.1249071774,0.1106910851
19155,0.2692517108,0,0.113891519,0.1023372471
19157,0.4916943522,0,0.1483375959,0.1348745046
19159,1,0,0.0698924731,0.0586283186
19161,1,1,0.0882002384,0.0788582487
19163,0.1327768522,0,0.1160031449,0.1021832447
19165,0.5987570237,0,0.087398374,0.0948658356
19167,0.5660961195,0,0.0822140822,0.0848257896
19169,0.2584612887,0,0.1711687969,0.1591041611
19171,0.69285089,0,0.1179564237,0.0861053637
19173,1,0,0.0674846626,0.0598958333
19175,0.3815290822,0,0.0932117528,0.0935529795
19177,1,0,0.1206293706,0.0906432749
19179,0.2939865113,0,0.1526203966,0.1393789182
19181,0.4707364082,0,0.0868562644,0.0612183505
19183,0.6966097939,0,0.078098472,0.0820827649
19185,1,0,0.1084812623,0.1119281046
19187,0.3324414173,1,0.1203703704,0.1002765341
19189,1,0,0.0703910615,0.0816964286
19191,0.6017438964,0,0.0938074801,0.0822609134
19193,0.1612784474,0,0.125047081,0.1162402247
19195,1,0,0.0726698262,0.0571155073
19197,1,0,0.0617399439,0.0688362919
20001,0.5333705892,1,0.1115577889,0.0683778666
20003,1,0,0.1074249605,0.1106570261
20005,0.332823587,0,0.1029787234,0.1011337052
20007,1,0,0.1160220994,0.0801152738
20009,0.4207821755,1,0.0847708231,0.0966602765
20011,0.4819637883,1,0.1255411255,0.0923022096
20013,1,0,0.0842391304,0.0934449093
20015,0.4610121698,1,0.113525589,0.0885598261
20017,1,1,0.0657276995,0.0777576854
20019,1,0,0.111969112,0.0635930048
20021,1,0,0.1172962227,0.1064695511
20023,1,0,0.093495935,0.0780269058
20025,1,0,0.0828402367,0.0692934783
20027,0.4910681286,0,0.1067961165,0.107347876
20029,0.4429805137,0,0.0949105915,0.080449827
20031,1,0,0.0902578797,0.0778531407
20033,1,1,0.0650887574,0.0565789474
20035,0.3199513734,0,0.1194775259,0.1016615482
20037,0.4067535667,0,0.1511927789,0.12934577
20039,1,0,0.061302682,0.0409401061
20041,0.6410716226,0,0.0718911917,0.0701345756
20043,0.7167776298,1,0.1166965889,0.1216061185
20045,0.1463737004,0,0.1860535932,0.1644844517
20047,1,1,0.068,0.0884955752
20049,1,0,0.0995024876,0.1146560319
20051,0.2437962259,1,0.1369747899,0.1293712172
20053,1,0,0.0757575758,0.069870939
20055,0.1948011437,0,0.1787234043,0.1114276914
20057,0.1920552979,1,0.1192739844,0.0608298172
20059,0.5206570242,1,0.1017964072,0.1047399076
20061,0.1162252647,1,0.1559940432,0.1417933131
20063,1,0,0.0954356846,0.0950226244
20065,1,1,0.0762711864,0.0757042254
20067,0.202257889,0,0.1153846154,0.0421189752
20069,1,1,0.0583941606,0.04952947
20071,1,1,0.0348623853,0.0408560311
20073,1,0,0.0887573964,0.0920418006
20075,1,0,0.0641025641,0.0186666667
20077,1,1,0.1065759637,0.0940715336
20079,0.4010698331,0,0.1089332831,0.0865507639
20081,1,0,0.1086142322,0.0815850816
20083,1,0,0.0689655172,0.0707395498
20085,1,0,0.1479346782,0.0909994039
20087,0.9912891986,1,0.0626721763,0.0598184818
20089,1,1,0.0887096774,0.0597014925
20091,0.0403730018,0,0.1005883589,0.0998831049
20093,1,1,0.0766283525,0.0151630023
20095,1,0,0.0881889764,0.0849120433
20097,1,0,0.0864864865,0.0483516484
20099,0.5326496235,1,0.0878421388,0.0841449162
20101,1,0,0.0378787879,0.0418535127
20103,0.3319817784,0,0.1008198151,0.0988253935
20105,1,1,0.1115702479,0.0962521295
20107,1,0,0.1393643032,0.0986920333
20109,1,1,0.1038961039,0.0793072015
20111,0.2516237298,0,0.1452894438,0.1261092947
20113,0.5354862191,0,0.0972906404,0.0877400795
20115,1,1,0.0585048754,0.0599779493
20117,1,0,0.1007371007,0.0912027833
20119,1,0,0.0582822086,0.0774983005
20121,0.7538241058,0,0.1157120743,0.1188200768
20123,1,1,0.0756646217,0.101659751
20125,0.4539477863,1,0.1535756155,0.1228410008
20127,1,0,0.1002178649,0.0750738085
20129,1,0,0.0478723404,0.0264672037
20131,1,0,0.0768261965,0.0724821974
20133,0.4523390342,0,0.1227929374,0.1210526316
20135,1,0,0.0346320346,0.0587695133
20137,1,1,0.1157024793,0.1072400653
20139,1,0,0.0924901186,0.0798644724
20141,1,1,0.0754716981,0.0552306693
20143,1,0,0.1422505308,0.1161971831
20145,0.4028466336,1,0.0718816068,0.0806100218
20147,1,0,0.0975056689,0.0743243243
20149,0.6553968755,1,0.1149032992,0.079780687
20151,0.2804411925,1,0.0967302452,0.0822162645
20153,1,0,0.1196581197,0.1030126336
20155,0.3137904294,1,0.1190809191,0.1047900505
20157,1,1,0.0987951807,0.0680197477
20159,1,1,0.0717131474,0.0607344633
20161,0.0984866382,0,0.1921701487,0.1797731569
20163,1,1,0.054631829,0.0429141717
20165,1,1,0.0795454545,0.0790273556
20167,0.3923180392,0,0.1245733788,0.1243150685
20169,0.1428282047,0,0.120861678,0.1145353972
20171,1,0,0.0849056604,0.0644997461
20173,0.0741985858,0,0.1321999303,0.1153076626
20175,0.0965671098,0,0.12,0.1167800454
20177,0.168314618,0,0.1331486861,0.1148832938
20179,1,0,0.0696517413,0.0559511699
20181,0.2510544964,0,0.1450892857,0.1020319931
20183,1,1,0.0459016393,0.062
20185,1,0,0.0828025478,0.0490390987
20187,1,0,0.0347305389,
20189,1,0,0.1359773371,0.1157830591
20191,0.6264855688,1,0.0926856505,0.0846082522
20193,0.310592686,0,0.0789889415,0.0914154653
20195,1,0,0.0421455939,0.0490566038
20197,1,0,0.067061144,0.0608243297
20199,1,0,0.0439393939,0.0369127517
20201,1,1,0.0703296703,0.060496614
20203,1,0,0.1061452514,0.090487239
20205,1,0,0.1401734104,0.1194029851
20207,1,1,0.0728744939,0.0741989882
20209,0.0528878253,0,0.179369251,0.1425390506
21001,0.7345394911,0,0.1248185776,0.1004221954
21003,0.7747717117,0,0.1664482307,0.0899894903
21005,0.4322069428,0,0.0910093767,0.0794652406
21007,1,0,0.0933786078,0.0798786653
21009,0.6210183208,0,0.1635365501,0.1460130567
21011,1,1,0.101997897,0.0904684976
21013,0.5926878865,0,0.1428571429,0.1330243337
21015,0.1146593316,0,0.0867823765,0.0819205594
21017,0.4435611298,0,0.1555009219,0.1521966527
21019,0.2379146723,0,0.1113238512,0.1185344828
21021,0.3536290586,0,0.1447028424,0.1335234638
21023,1,0,0.096,0.1014634146
21025,1,1,0.1471389646,0.1017708121
21027,1,0,0.0889774236,0.076847567
21029,0.2945254631,0,0.1095620797,0.0862866945
21031,1,0,0.0817253121,0.0876446964
21033,0.5210688592,0,0.1017110266,0.1009470079
21035,0.4890440126,0,0.1422708618,0.140394948
21037,0.1711074821,0,0.1456744675,0.1295025953
21039,1,0,0.1086350975,0.056384743
21041,0.4938945421,0,0.1582125604,0.0921319797
21043,0.796522327,0,0.1154454402,0.0989739869
21045,1,0,0.1144321093,0.1057741441
21047,0.2907296421,0,0.1616438356,0.1563637851
21049,0.2899221032,0,0.1311088642,0.0990533681
21051,1,0,0.1525302922,0.1257475847
21053,1,0,0.1134564644,0.1194915254
21055,1,0,0.1231884058,0.0653536258
21057,1,1,0.1326530612,0.1582278481
21059,0.260173068,0,0.1376677749,0.1096071647
21061,1,1,0.0650154799,0.0580524345
21063,1,0,0.108045977,0.0975268315
21065,0.7155263715,0,0.1392857143,0.1201086957
21067,0.0292742661,0,0.1608433286,0.1473621193
21069,1,0,0.1154855643,0.0983421251
21071,0.7821490179,1,0.1442307692,0.1373878966
21073,0.2659048136,0,0.1272195999,0.1210654848
21075,0.6419033001,1,0.151187905,0.1235906331
21077,1,0,0.1247920133,0.077836824
21079,1,0,0.1121281465,0.1055949567
21081,1,1,0.1022664456,0.088871188
21083,0.665584327,0,0.1171297925,0.120059657
21085,0.7544284633,0,0.1287234043,0.105904302
21087,1,0,0.1093394077,0.096828855
21089,0.4268394416,0,0.0973201693,0.0948182409
21091,0.9142385926,0,0.0855072464,0.1057082452
21093,0.3349713646,0,0.1114920785,0.0976610684
21095,0.7708993329,1,0.1504339441,0.1115848586
21097,0.6579820244,0,0.1335168617,0.1286855483
21099,0.8832434674,0,0.1316348195,0.1163093859
21101,0.3653026142,0,0.1291563616,0.1350338424
21103,1,0,0.1651299246,0.1350175673
21105,1,0,0.047761194,0.031511254
21107,0.5304581379,1,0.1124761125,0.0954659509
21109,1,1,0.1089808274,0.1019335855
21111,0.0163275941,0,0.1414961568,0.1344232431
21113,0.2473250175,1,0.1469430596,0.1226297145
21115,0.7380511464,0,0.1217910448,0.1391019997
21117,0.0671994038,0,0.1161940299,0.1004002668
21119,1,0,0.1648351648,0.1173447537
21121,0.6204749445,0,0.1470985155,0.150771666
21123,1,0,0.1185436071,0.1399857702
21125,0.6099212624,0,0.1216245409,0.1066490813
21127,0.7602037685,0,0.1366515837,0.0845627924
21129,1,0,0.1357552581,0.0877120397
21131,1,0,0.1612466125,0.1100729927
21133,1,1,0.1308744795,0.0828474576
21135,1,0,0.0982048574,0.0786184958
21137,0.9989289392,0,0.1094814039,0.1047006217
21139,0.953420342,1,0.0997191011,0.0743621655
21141,0.7579104695,1,0.1079069767,0.0875676702
21143,1,0,0.0858034321,0.1143302181
21145,0.2682430939,0,0.1385809313,0.1142061281
21147,1,0,0.1210526316,0.1146572104
21149,1,1,0.0724043716,0.072791312
21151,0.3618515442,0,0.1251059023,0.1111489072
21153,1,0,0.1613259669,0.1706138231
21155,0.6829068995,0,0.1220968812,0.1119054166
21157,0.8518272845,0,0.0892924707,0.0928327102
21159,1,1,0.1389270977,0.1379710145
21161,0.5348714953,0,0.1138088012,0.1291829967
21163,0.9059760691,0,0.1074540174,0.0919875535
21165,1,0,0.0962441315,0.0811861935
21167,0.5675544366,0,0.093714927,0.0871651786
21169,1,0,0.0856793146,0.064016004
21171,1,0,0.1169265033,0.0997596154
21173,0.504873017,1,0.1246511628,0.1005505651
21175,1,0,0.1321388578,0.1068996823
21177,0.6351849457,0,0.1086861632,0.0919188386
21179,0.6216782918,1,0.1037709882,0.0986328666
21181,1,0,0.1135531136,0.1214450423
21183,0.7619888945,0,0.1017524025,0.1031141869
21185,0.2516307483,0,0.0718030545,0.0630854867
21187,1,0,0.1104441777,0.0929896411
21189,1,0,0.095890411,0.1043745203
21191,1,0,0.1915303176,0.1303915723
21193,0.7257752959,0,0.0853333333,0.0891476568
21195,0.847841279,1,0.1433661706,0.1411209545
21197,1,0,0.1596998928,0.1256544503
21199,0.5259095242,0,0.1455157395,0.1316535688
21201,1,0,0.2130177515,0.1683029453
21203,1,0,0.1173671689,0.1080626157
21205,0.6198605142,1,0.1060090703,0.1200672646
21207,1,1,0.1103151862,0.1106169297
21209,0.3230338553,0,0.0876083392,0.0763743181
21211,0.5176323728,0,0.1070695219,0.0979780474
21213,0.4060426661,0,0.1177285319,0.1425642428
21215,1,0,0.0834542816,0.073383809
21217,0.5085501287,0,0.0757420676,0.087176781
21219,1,0,0.1308840413,0.0974639483
21221,1,0,0.1476976542,0.1400702988
21223,1,0,0.1388888889,0.1006503561
21225,1,1,0.0658561297,0.0865306122
21227,0.2730502252,0,0.1585963537,0.1414178036
21229,1,0,0.1099137931,0.0916981972
21231,0.6583482485,0,0.0948440484,0.1460703544
21233,1,1,0.0945378151,0.0785026738
21235,0.6366038353,1,0.1510763209,0.125048939
21237,1,0,0.1356275304,0.122254455
21239,0.3724461315,0,0.0851370851,0.0813712935
22001,0.6168716132,0,0.1254929251,0.1206380857
22003,0.7054945055,1,0.1171112557,0.110790378
22005,0.1083636364,1,0.1125124461,0.0943196129
22007,0.6449926327,0,0.1025331725,0.099530278
22009,0.831657975,1,0.1502249913,0.1493934402
22011,0.7297053271,1,0.0917602996,0.0720458891
22013,1,1,0.147086915,0.1192339374
22015,0.2716744598,1,0.1569487983,0.138423013
22017,0.1596565874,1,0.1951012618,0.1755328056
22019,0.2504047789,1,0.1332812703,0.1320358348
22021,1,1,0.1844380403,0.161673094
22023,1,1,0.0993227991,0.0589717742
22025,1,1,0.1620294599,0.1086261981
22027,1,1,0.1031746032,0.1065116279
22029,0.341360304,1,0.1729083665,0.174034972
22031,0.7910637028,1,0.1125860374,0.1034408602
22033,0.0685820995,1,0.1759848264,0.1704263788
22035,1,1,0.2054176072,0.2833684211
22037,1,0,0.0912576687,0.057865893
22039,0.7497063369,1,0.1954451346,0.1566254646
22041,0.7399615657,1,0.1524725275,0.1529823538
22043,1,1,0.0737642586,0.0704614937
22045,0.3243718629,1,0.1590185428,0.1420989625
22047,0.5847028868,1,0.1335162323,0.1065360784
22049,0.6510544874,1,0.1109040075,0.0892605279
22051,0.0157130185,0,0.170500986,0.1687920714
22053,0.7092093023,0,0.1061674009,0.1113807983
22055,0.0907992869,1,0.1448669003,0.1346811294
22057,0.2336787724,0,0.1235924197,0.1183137409
22059,1,1,0.1069459757,0.0716948038
22061,0.4041036449,1,0.1700507614,0.2088849135
