fips,k10,rucc,pct_growth_2020_24,sus_water,sus_power,sus_land,med_water,D_operating,D_queued,D,rco_water,rco_power,rco_land,rco_max,rco_sum,dominant_channel
47169,4,1,4.5,0.503302012264849,0.39838875314799,0.443549228766027,0,0,0,0,0,0,0,0,0,water
47171,4,3,0,0.259589715939355,0.430600425909361,0.283847103165468,0,0,0,0,0,0,0,0,0,water
47173,4,2,6.1,0.760632382211045,0.35238104723898,0.442482136535744,0,0,0,0,0,0,0,0,0,water
47175,4,9,8.3,0.763222899120986,0.360941944670129,0.44407323904193,0,0,0,0,0,0,0,0,0,water
47177,4,6,6.2,0.344516277474172,0.38884547999317,0.339178925257137,0,0,0,0,0,0,0,0,0,water
47179,3,3,4.8,0.206059427893448,0.424355056469098,0.196879761296382,0,0,0,0,0,0,0,0,0,water
47181,4,8,-1.5,0.768512248075238,0.405922382933205,0.449578331664666,0,0,0,0,0,0,0,0,0,water
47183,3,6,0.8,0.300036501823466,0.419986582148478,0.346664062233127,0,0,0,0,0,0,0,0,0,water
47185,4,7,6.1,0.367901680216839,0.424351015979161,0.37234805891901,0,0,0,0,0,0,0,0,0,water
47189,1,1,14.3,0.550489746446445,0.26703281181374,0.227741403855013,0,0,0,0,0,0,0,0,0,water
48001,6,7,2.7,0.700995690377466,0.407348681690713,0.346173457167321,0,0,0,0,0,0,0,0,0,water
48003,6,6,1.6,0.514073819036033,0.356071676440968,0.175029829153777,0,0,0,0,0,0,0,0,0,water
48005,3,5,1.8,0.651850639031402,0.423158601218697,0.291427938537521,0,0,0,0,0,0,0,0,0,water
48007,6,2,6.9,0.587542423971581,0.50420021646605,0.193542745548936,0,0,0,0,0,0,0,0,0,water
48009,6,3,7,0.399399601095009,0.379256427090444,0.434475027636338,0,0,0,0,0,0,0,0,0,water
48011,8,2,-2.3,0.38234624539703,0.337556099158552,0.464072691175702,0,0,0,0,0,0,0,0,0,water
48013,6,1,7.1,0.3979754679202,0.371359499285347,0.36678431621478,0,0,0,0,0,0,0,0,0,water
48015,1,1,8,0.749494369652656,0.399323603792105,0.376878630027601,0,0,0,0,0,0,0,0,0,water
48017,6,6,2.4,0.173686217652132,0.30355915280871,0.270682447346018,0,0,0,0,0,0,0,0,0,water
48019,6,1,8.7,0.459612752685956,0.451491413792153,0.463594875093857,0,0,0,0,0,0,0,0,0,water
48021,6,1,17.2,0.727978329030773,0.335923951776509,0.357158329931472,0.67,0.00656455142231947,0,0.00656455142231947,0.00157702088783472,0.00220519005542566,0.00234458422274489,0.00234458422274489,0.00612679516600527,land
48023,6,9,2.1,0.437874454756724,0.527297923835801,0.484939129797999,0,0,0,0,0,0,0,0,0,water
48025,6,6,0.6,0.6698902637557,0.425182014570289,0.297465411138943,0,0,0,0,0,0,0,0,0,water
48027,3,2,7.3,0.542158029172299,0.396532625449809,0.157694049491474,0.67,0.0196936542669584,0,0.0196936542669584,0.00352343401890969,0.00780917643117786,0.00310557209064172,0.00780917643117786,0.0144381825407293,power
48029,5,1,5.6,0.53024522532396,0.397840280421888,0.12733372499315,0.67,0.332603938730853,0,0.332603938730853,0.0581993446438727,0.132323244254107,0.042351698465993,0.132323244254107,0.232874287363973,power
48031,6,8,16.6,0.451337283946217,0.354403142863454,0.455787840012544,0,0,0,0,0,0,0,0,0,water
