fips
01001
01003
01009
01021
01043
01049
01051
01059
01083
01095
01103
01115
01117
05007
05085
05125
10001
10005
12003
12005
12009
12015
12017
12019
12021
12035
12037
12045
12053
12055
12061
12069
12071
12081
12083
12085
12087
12089
12091
12099
12101
12103
12105
12109
12111
12113
12115
12117
12119
12127
12129
12131
13011
13013
13015
13029
13039
13045
13047
13057
13067
13073
13077
13083
13085
13097
13103
13111
13113
13117
13119
13123
13127
13129
13133
13135
13137
13139
13143
13145
13147
13151
13153
13157
13159
13169
13171
13177
13187
13207
13211
13213
13217
13219
13221
13223
13227
13229
13231
13233
13237
13241
13247
13257
13281
13291
13295
13297
13311
13313
17007
17063
17089
17091
17093
17111
17119
17143
17161
17163
17167
17179
17197
17201
18003
18005
18011
18039
18043
18057
18059
18063
18081
18085
18089
18127
18141
18173
19049
19113
19163
20015
20091
20103
21015
21037
21113
21117
21185
21209
21211
21215
21219
21239
22005
22063
22103
24003
24009
24011
24013
24015
24017
24019
24021
24023
24025
24029
24035
24037
24041
24043
24045
24047
26021
26037
26045
26047
26055
26081
26093
26099
26111
26139
27003
27019
27037
27139
27163
28033
28057
28073
28089
28117
28121
28137
28139
28145
28155
29037
29043
29047
29165
29183
31153
36041
37001
37003
37005
37009
37011
37013
37019
37023
37025
37027
37029
37031
37035
37037
37039
37043
37045
37049
37053
37055
37057
37059
37061
37069
37071
37073
37077
37079
37085
37087
37089
37093
37097
37101
37105
37109
37111
37113
37115
37121
37123
37125
37127
37133
37137
37139
37141
37149
37151
37157
37159
37161
37163
37167
37169
37171
37175
37179
37183
37191
37193
37197
37199
39017
39025
39041
39043
39045
39055
39057
39063
39085
39089
39093
39095
39103
39113
39133
39151
39153
39159
39165
39173
40017
40083
40087
40113
40131
40145
42001
42007
42019
42041
42055
42067
42071
42075
42099
42109
42125
42129
42133
45003
45007
45013
45015
45019
45021
45035
45043
45051
45055
45057
45059
45063
45073
45077
45083
45091
46083
47001
47003
47009
47011
47021
47023
47033
47035
47043
47047
47051
47063
47089
47103
47105
47107
47111
47117
47119
47125
47143
47145
47147
47149
47155
47163
47165
47167
47189
48015
48039
48053
48071
48085
48091
48121
48139
48157
48167
48187
48209
48221
48231
48251
48257
48259
48329
48339
48367
48381
48397
48491
48493
48497
50009
50013
51001
51007
51019
51023
51033
51041
51043
51047
51049
51061
51063
51065
51067
51073
51075
51079
51085
51087
51091
51093
51099
51101
51103
51109
51113
51115
51119
51125
51127
51133
51137
51145
51157
51171
51179
51187
51550
51800
51810
54003
54037
54079
55009
55039
55055
55059
55073
55087
55089
55101
55105
55109
55111
55117
55127
55131
55133
55139
