fips,h,f1,f2,f3,f4,f5,k6,k8,k10,rucc
46117,127.167493206286,127.167493206286,-73.0448792301435,-26.6326042961157,-88.306556750352,166.744217455846,6,8,8,9
46121,46.7041663542637,46.7041663542637,-27.3697487847984,-10.1510676916316,-25.1813366630762,59.0372563135932,4,6,6,9
46123,98.3543685621179,98.3543685621179,-55.7293307855972,-19.6265397085804,-65.8201989455084,129.203212414373,6,8,8,9
46125,-0.622286920788885,-0.622286920788885,-2.34711384129783,-0.568890924546363,-1.31195893669934,2.91356019948062,6,8,8,2
46127,-50.1849333813295,-50.1849333813295,25.2751590203066,9.30421511689841,32.7348430687027,-64.0696935143395,6,8,8,3
46129,54.5859308750218,54.5859308750218,-32.6468121210831,-11.8169405869642,-36.8629477917641,71.5921552241951,6,8,8,9
47001,-144.637452764744,-144.637452764744,80.4263521254985,28.6866028393138,98.6218185236888,-187.765194962763,1,1,1,2
47003,-43.5794416123306,-43.5794416123306,24.5849246309444,9.50094173456141,28.6281008948419,-53.9831441423856,1,1,1,4
47005,-5.06458392358619,-5.06458392358619,3.29080481117226,1.30482169921209,3.7896983952038,-6.0781552363227,3,4,4,9
47007,9.22188315801028,9.22188315801028,-4.71378883312137,-1.15878222618598,-7.17609657273697,13.2275353375234,3,4,4,8
47009,-58.7539653085667,-58.7539653085667,33.0488433279223,11.7056430231636,39.3102261006233,-75.6209258661187,1,1,1,2
47011,-8.4733185422454,-8.4733185422454,5.45667721249556,1.97248402625472,5.55559666333334,-9.6324493563265,1,1,1,3
47013,14.0219487553123,14.0219487553123,-6.53761702413695,-3.0433764776056,-8.63593987475974,18.53368997954,3,4,4,2
47015,-0.277870198738462,-0.277870198738462,-1.18214247741507,-1.01841999836449,-0.561417590520327,0.958231386440716,3,4,4,1
47017,-3.40702012831182,-3.40702012831182,2.40348844012294,0.155247751069409,2.43690998808167,-3.28009823089646,3,4,4,6
47019,63.6383470507313,63.6383470507313,-32.906934685361,-12.6776214246468,-43.0005446922731,83.0024761566969,3,4,4,3
47021,22.5190342064269,22.5190342064269,-11.9929787030757,-5.06902532829079,-17.602787896332,31.0587638325248,1,1,1,1
47023,49.0928578772406,49.0928578772406,-27.3759900256596,-10.5760061058029,-33.9866765972041,65.4326059664905,1,1,1,3
47025,6.00250952452582,6.00250952452582,-2.06230274521096,-1.43604349249934,-3.89253214375002,8.80974774996013,3,4,4,6
47027,18.4496415694167,18.4496415694167,-12.1274781007556,-5.15759704582324,-12.2622351953182,23.8347549221922,3,4,4,8
47029,45.2068557253174,45.2068557253174,-23.5868488369379,-9.2101335857809,-31.1585383394506,60.3400787756059,3,4,4,6
47031,-78.8119634887674,-78.8119634887674,43.7387461966112,15.5948054320528,53.7700892366928,-100.197944506612,2,3,3,4
