fips,cropland_acres,land_area_acres,cropland_share_of_land
17157,203893,368234.980103136,0.553703507317239
17159,196941,230421.833370624,0.854697652210886
17161,120382,273597.495769353,0.439996717299942
17163,253333,420950.548517141,0.601811782624828
17165,118046,243194.124627655,0.485398239701454
17167,434823,555667.063526585,0.782524336138193
17169,136879,279872.236284346,0.489076736646835
17171,90248,160505.332281296,0.562274154492479
17173,320915,485445.789826388,0.661072784491077
17175,153091,184387.540279168,0.830267597085008
17177,267273,361117.841282464,0.740126821346777
17179,318086,413740.046364577,0.768806410679693
17181,94550,264583.457680648,0.35735416276146
17183,419530,574924.012555296,0.729713824502416
17185,111722,142926.739309292,0.781673188235512
17187,247865,347125.805494012,0.714049477385443
17189,307204,360062.236994583,0.853196943295727
17191,255730,456850.99359376,0.559766758934532
17193,229514,316788.904958487,0.724501383752933
17195,309844,437823.518235799,0.707691540300326
17197,228134,534959.798406496,0.426450736447021
17199,66989,268934.419792684,0.249090466187409
17201,134411,328351.792302976,0.409350590283901
17203,244452,337636.608962392,0.724009166989438
18001,194254,216912.297278849,0.895541665626632
18003,303989,420573.488192325,0.722796392389309
18005,117050,260441.376959541,0.449429354761027
18007,209730,260107.191148066,0.806321421081401
18009,71489,105652.229919764,0.67664449727461
18011,197003,270644.643300641,0.72790282341248
18013,7719,199671.982924746,0.038658403081564
18015,180776,238223.773603923,0.758849535733418
18017,206665,263772.243332735,0.783497904816705
18019,63488,238391.884336725,0.266317790878838
18021,153589,228864.223134394,0.671092221827128
18023,199172,259242.99938331,0.768283041292504
18025,26133,195592.507093232,0.133609412693623
18027,159536,274889.126468477,0.580364898566823
18029,19722,195255.569022023,0.10100608192013
18031,149496,238443.381592336,0.626966447974603
18033,166001,232213.773886761,0.714862849095894
18035,146999,250950.0486498,0.585769960161023
18037,116979,273450.857752844,0.427788016323322
18039,165733,296422.731751061,0.559110291646541
18041,78443,137613.375869875,0.570024530712584
18043,9305,95029.7105042527,0.09791674572747
18045,169977,253227.253477618,0.671242915861833
18047,100256,246032.520107837,0.407490846966317
18049,159449,235771.48052866,0.676286205789075
18051,228940,311921.851644279,0.733965891755115
18053,150470,265016.674927245,0.567775593899171
18055,148040,347179.090062844,0.426408168686666
18057,115558,252403.721667779,0.457830016278844
18059,169667,195812.549987116,0.866476638045744
18061,96468,309811.60109608,0.311376332127999
18063,106925,260411.866646521,0.410599568203006
18065,161266,250801.566238727,0.643002364054211
18067,132328,187567.469990645,0.705495467879371
18069,205728,244889.129162302,0.840086290084573
18071,131346,326385.79891094,0.402425597064167
18073,286380,358195.002727539,0.799508641436394
18075,179668,245699.382023177,0.731251330469572
18077,52829,230846.899104912,0.228848644728777
18079,81026,241022.221781107,0.3361764712035
18081,113578,205065.525635557,0.553861989468922
18083,296444,330131.607852279,0.897957035766921
18085,261880,340125.568028299,0.769950937584942
18087,135706,242963.714427512,0.558544309053556
18089,111576,319289.289930106,0.349451120093707
18091,261283,382904.840777994,0.682370584475034
18093,58229,287453.369326819,0.202568507498678
18095,184642,289229.482496198,0.638392733709045
18097,12949,253433.504184661,0.0510942704346023
18099,182249,283916.664171252,0.641910190555324
18101,37333,214886.723567084,0.173733394880235
18103,181843,239259.03247026,0.760025643013513
18105,19894,252493.981108981,0.0787899969441784
18107,224288,322974.209634513,0.694445541809084
18109,110531,258453.166075594,0.4276635557549
18111,163644,257122.990149404,0.636442505218663
18113,140236,262941.311458051,0.533335744095781
18115,7458,55135.83885584,0.135265920583886
18117,59319,254962.284388985,0.232657940534843
18119,46228,246588.698968863,0.187470067336043
18121,129964,284621.481861056,0.456620488201395
18123,35269,244313.676081558,0.144359499499432
18125,68146,213984.384414925,0.318462490551936
18127,105600,267592.321278966,0.394630157903192
18129,230423,262006.371198766,0.879455713026131
18131,230969,277551.927876498,0.832164999778974
18133,140846,307543.869300147,0.457970436284462
18135,223436,289522.69304629,0.771739160233205
18137,136442,285713.484277348,0.477548339537076
18139,171935,261207.50050595,0.658231481358566
18141,141832,292979.682253052,0.484101828868451
18143,33011,121857.612575055,0.270898135146606
18145,199029,263127.294087534,0.756398155843878
18147,129934,254008.217184789,0.511534632383464
18149,83952,197852.291733006,0.424316540711542
18151,81491,197619.340301124,0.412363485657969
18153,151178,286205.337159802,0.528215167125238
18155,28353,141227.209780908,0.20076159575754
18157,213719,319294.470494419,0.669347639090217
18159,158350,166746.11779878,0.94964729668302
18161,61860,103161.67109362,0.599641313912622
18163,48697,149376.768968405,0.326001160262745
18165,84884,164412.309035547,0.51628737834737
18167,87806,258324.032015853,0.339906431913433
18169,166621,264024.954546408,0.631080498759115
18171,171984,233401.889423625,0.736857788189746
18173,107398,246162.923300814,0.436288286472607
18175,132342,328760.646194533,0.402548180665428
18177,127419,257122.877222245,0.495556837946649
18179,192626,235575.759723217,0.817681752258044
18181,281918,323287.238530372,0.872035658696482
18183,145401,214797.840502854,0.676920213255439
19001,275142,364333.209612157,0.755193303110898
19003,183787,270997.074385027,0.67818813327438
19005,190814,409005.505781985,0.466531617062659
19007,127560,318271.212300911,0.400790253940397
19009,233692,283494.691949228,0.824325839729842
19011,340015,458305.43263842,0.741896071452975
19013,271874,362084.30601073,0.750858282137043
19015,310616,365094.982868334,0.850781343418293
19017,222606,278706.764001965,0.798710432440134
19019,335890,365490.278581847,0.919012131603883
19021,301760,367935.432782653,0.820143897851381
19023,297323,371288.3945777,0.800787216465983
19025,290601,364701.495472,0.796818778118532
19027,319150,364450.094163951,0.875702888024026
19029,258335,361125.353533152,0.715361016534898
19031,337692,370855.442475177,0.910575823685272
19033,317458,363711.927626137,0.872828125467246
19035,284338,369220.200871136,0.770104125747006
19037,249939,322767.223541856,0.774363013868998
19039,103015,275911.345830963,0.373362681732965
19041,283746,363032.261804643,0.781599956404677
19043,311393,498216.667887745,0.62501521942289
19045,307766,444773.549077305,0.691961112881981
19047,401881,457086.987139987,0.879222142189141
19049,254834,376469.075029894,0.676905533289194
19051,127753,321400.560776424,0.397488416608174
19053,141247,340404.81366489,0.414938315587541
19055,303494,369717.436944315,0.82088094764573
19057,123052,266322.576950543,0.462041188580311
19059,151337,243540.773693232,0.621403133877806
19061,254871,389311.072985168,0.654671849032432
19063,201428,253369.335612218,0.794997545828852
19065,367999,467722.735589176,0.786788778904329
19067,281412,320365.188488718,0.878410046133681
19069,317147,372462.044071349,0.851488104756379
19071,238007,327147.314930415,0.727522400881159
19073,290956,364517.015984549,0.798195933910346
19075,309513,321187.49935087,0.963652074335196
19077,243073,377986.408324548,0.643073387420036
19079,350607,369107.617435604,0.949877443429269
19081,326880,365442.925036369,0.894476203000697
19083,310937,364356.398969532,0.853386960897045
19085,329362,445999.580216724,0.738480515699037
19087,190735,277944.179498822,0.686234913585618
19089,265610,302877.767270982,0.876954430802975
19091,214033,277998.001274753,0.769908413076919
19093,191499,276168.517049658,0.693413579671597
19095,286458,375331.251862804,0.763213823997555
19097,204268,407066.722151872,0.50180471378299
19099,376681,467472.747229696,0.805781732159277
19101,167974,278735.470728287,0.602628720202397
19103,222627,392318.290120333,0.567465258710511
19105,262257,368395.763420075,0.711889294179947
19107,219115,370672.1098038,0.591128909364073
19109,561473,622547.8599369,0.901895317826504
19111,164216,331232.051882596,0.495773277575824
19113,298331,458886.660077707,0.650119138240979
19115,159578,257137.068484275,0.620595081606286
19117,98072,275635.739315319,0.355802916717591
19119,285622,376069.99069668,0.75949160280212
19121,215369,359043.883101572,0.599840326312071
19123,260507,365344.563009725,0.713044688153922
19125,178626,354873.743564453,0.503350848687282
19127,304498,366401.945962138,0.831049079721496
19129,192439,279955.693902831,0.687390912887785
19131,239678,300324.02557576,0.798064688765764
19133,367975,444206.288775468,0.828387641729223
19135,112819,277573.252576668,0.406447663644531
19137,207007,271421.976041343,0.762675900526451
19139,170915,279961.619489867,0.610494396737072
19141,252795,366742.428760037,0.689298483556169
19143,189608,255159.485108554,0.743096028428393
19145,239671,342363.922948117,0.700047475610684
19147,348895,360872.835061676,0.966808709611992
19149,483108,552210.165254603,0.874862562113932
19151,305474,369434.207721878,0.826869828551369
19153,161105,366323.86239148,0.439788440065725
19155,508806,608814.275867227,0.835732702350369
19157,250979,374350.651965429,0.670438260711719
19159,213082,342710.109679526,0.621755804634
19161,324601,368014.093591482,0.882034154812362
19163,186204,293181.52287036,0.635115058333114
19165,319048,378096.820692203,0.843826190910311
19167,454943,491463.31340819,0.925690662127088
19169,277178,366428.257248896,0.75643183765636
19171,314988,461447.181850374,0.682609001396256
19173,239968,340417.037720983,0.70492358903812
19175,152957,271132.869170313,0.564140380574513
19177,144499,310266.918953743,0.465724803943869
19179,148040,276379.191437232,0.535640904187322
19181,223392,364580.827736823,0.612736553884996
19183,256810,364050.113085309,0.705424859845658
19185,233708,336299.933423366,0.694939180097269
19187,335107,458050.818219103,0.73159349720822
19189,187863,256313.011081291,0.732943673859844
19191,307133,441499.907121137,0.695658130491361
19193,423507,558653.60757847,0.758085143020424
19195,147388,256078.995366533,0.575556772194609
19197,352056,371463.699042354,0.947753443762103
20001,145938,320190.314975849,0.45578517892088
20003,172471,370970.408747898,0.464918483881573
20005,142103,275951.612147008,0.514956223282716
20007,223235,725808.001536427,0.307567565427007
20009,411762,572964.587965603,0.718651743316325
20011,127171,406695.091967803,0.312693717017042
20013,272572,365357.678869137,0.746041525235409
20015,321178,915018.112454641,0.351007259450202
20017,72254,494754.089898581,0.146040227812591
20019,54731,408883.824420535,0.133854647044461
20021,194573,376042.753258954,0.517422549201504
20023,399279,652729.339095148,0.611706837865607
20025,182255,623768.189860968,0.292183864073965
20027,243606,412990.785289367,0.589858197028087
20029,224207,457818.725231314,0.489728767399627
20031,188166,401206.204634154,0.469000722886581
20033,164980,504510.382883629,0.32701011831912
20035,235615,720472.351415592,0.327028510583454
20037,216316,377453.285878202,0.573093434586768
20039,324903,571851.104925646,0.568160133295965
20041,302753,542123.348312722,0.558457777076516
20043,126183,251824.179981401,0.501075790296704
20045,162496,291690.136134922,0.557084316093695
20047,271996,398012.449623716,0.683385658557031
20049,46197,412329.188307542,0.112039121435039
20051,329911,575943.907150358,0.572817935747122
20053,135634,457968.078935961,0.296164746493098
20055,695042,833278.351304812,0.834105432970446
20057,537636,702893.294132577,0.764889926377066
20059,152944,365933.960494224,0.417955195504229
20061,83462,246177.009048848,0.339032472294921
20063,394218,685866.17538225,0.574773934259541
20065,231654,575057.181598803,0.402836461160165
20067,291934,367877.135928273,0.793563860019069
20069,437987,556075.120009078,0.787639986469544
20071,448464,498178.757721508,0.90020699005938
20073,162310,731714.526616611,0.221821481050142
20075,489566,637768.691973985,0.767623130707034
20077,286615,512815.412375268,0.55890480879358
20079,292580,345443.729512899,0.846968623261911
20081,289791,369613.463401574,0.784037998326785
20083,336139,550394.902191291,0.610723316407415
20085,126187,419980.391787378,0.300459265402763
20087,105932,340880.490287788,0.310759937920082
20089,298832,582381.314913715,0.513120858014263
20091,30333,303112.655267735,0.100071704275123
20093,461332,557147.676961622,0.828024631666512
20095,265264,552588.204610939,0.480039200595613
20097,170763,462489.302091824,0.36922583771699
20099,200602,413051.645120759,0.485658397369056
20101,348571,459141.620691664,0.759179704673479
20103,94949,296580.415130995,0.320145886767548
20105,141415,460413.345322611,0.307147917054643
20107,142890,380211.833455305,0.375816814278078
20109,270638,686715.67006026,0.394104884742547
20111,244853,542385.989703236,0.451436808192576
20113,462367,574902.389351826,0.804253049846072
20115,338516,604351.245781483,0.560131218993794
20117,316869,576113.974216461,0.550010959951032
20119,387565,625972.884827102,0.619140236572784
20121,157131,368562.522486443,0.426334720470066
20123,289112,449146.877685796,0.643691438955633
20125,161470,411899.980592857,0.392012642893531
20127,176194,445019.308969505,0.395924393501033
20129,383167,467027.596522934,0.820437599089895
20131,301433,459153.540066822,0.656497170763688
20133,155703,365748.010976862,0.425711132602305
20135,429502,687833.207605308,0.624427543263448
20137,248670,561947.959436619,0.44251428593015
20139,180458,451524.131034485,0.399664132206076
20141,246217,571210.016702023,0.431044611965272
20143,222968,461267.45741177,0.48338116296151
20145,350434,482728.180197755,0.725944774668926
20147,248684,566957.510269571,0.438628989819287
20149,167637,538070.248015364,0.311552256639942
20151,397451,470424.632280841,0.844877101934415
20153,363951,684426.480868569,0.531760547222149
20155,606484,803396.918372811,0.754899584664034
20157,220346,459121.416120186,0.479929692372091
20159,302474,464789.43236847,0.650776413866932
20161,90613,390182.066819747,0.232232610633693
20163,328365,569937.241873207,0.576142381783591
20165,255856,459368.296882395,0.556973569435295
20167,243878,567206.397774579,0.429963415357883
20169,203613,460957.627789279,0.441717389462702
20171,398799,459254.453703631,0.868361747575682
20173,390720,638080.59925852,0.612336435951877
20175,280184,409377.829837964,0.684414200228918
20177,100817,348176.45606032,0.289557200796294
20179,320248,573412.559874499,0.55849491694094
20181,558204,675880.970396984,0.82589098443197
20183,364148,573097.122442491,0.635403644059548
20185,306067,506909.447235877,0.603790285758039
20187,384749,435425.228806026,0.883616691331864
20189,367091,465446.193745094,0.788686221808574
20191,657054,756267.42235617,0.868811720003663
20193,526711,687799.326739414,0.765791677198827
20195,267083,569263.425036081,0.469172949207253
20197,102107,508375.056185075,0.200849744214885
20199,377554,584737.394296516,0.645681298447188
20201,265340,572645.551937931,0.463358178723372
20203,392738,459882.436693373,0.853996518814348
20205,177063,365070.532285095,0.485010386600379
20207,136142,318603.923881683,0.427307982718248
20209,5492,97048.0146228146,0.0565905446015061
21001,61390,259387.147318895,0.236673253222243
21003,51635,219983.339262873,0.234722321122228
21005,19621,129446.104909985,0.151576596403918
21007,76698,158140.686743357,0.484998526182397
21009,125500,311913.706803816,0.402354873359046
21011,48515,177915.152772288,0.2726861610382
21013,1862,229759.431319468,0.00810412869368132
21015,26443,157611.29954195,0.167773504037139
21017,69060,185439.900567607,0.372411761377225
21019,6282,102314.430016684,0.0613989639484441
21021,52898,115414.987428684,0.458328690047177
21023,30766,129705.727414059,0.237198469284134
21025,5084,315149.926379769,0.0161320044031156
21027,110973,364623.823578906,0.304349284999435
21029,13686,190133.828886621,0.071980878311566
21031,78039,272711.437155222,0.286159615504435
21033,85233,220694.233026891,0.386204020064334
21035,106588,246303.732101386,0.432750243330155
21037,13141,96844.7519140385,0.135691400311131
21039,95352,121256.231715105,0.786367831585204
21041,12004,82367.9188430751,0.145736351829766
21043,21319,262078.374000209,0.0813458954075433
21045,65799,284324.883743296,0.231421883071645
21047,261610,459302.431931511,0.569581133937932
21049,51330,161588.343521194,0.317659051893601
21051,7577,300349.245645155,0.0252272982531535
21053,21087,126120.544877742,0.167197184411478
21055,84196,230122.418992836,0.365874825966527
21057,22343,195293.895807932,0.114407057668479
21059,226806,293373.903305263,0.77309534844346
21061,39792,193795.792006923,0.205329535734081
21063,8390,149965.364101732,0.0559462516578728
21065,12812,161971.89579858,0.0791001422612991
21067,34319,181667.345434039,0.188911220770057
21069,66449,223150.305331852,0.297776872414234
21071,2339,251712.185397992,0.00929235903419501
21073,24744,133061.457283584,0.185959183862424
21075,83847,131796.36619659,0.636185977046833
21077,11514,62900.076738528,0.183052240903664
21079,43965,147151.674958858,0.298773357573347
21081,31316,165104.510265914,0.18967380085234
21083,199265,353124.192740899,0.564291555481753
21085,100930,319703.005620035,0.315699252824526
21087,85007,183016.203268349,0.464477999663002
21089,17965,220450.293312927,0.0814922934781442
21091,26630,120112.061893409,0.221709623331854
21093,98625,399295.538631135,0.24699750049326
21095,496,298131.0303081,0.00166369800381871
21097,68065,196133.126469732,0.347034696408126
21099,72519,264108.504582305,0.274580328697445
21101,162388,279270.796613315,0.581471467726883
21103,58195,183200.518183615,0.317657398445092
21105,94224,155091.772799097,0.607537062085532
21107,149451,346999.737270733,0.43069485059407
21109,22914,220945.527585415,0.103708820225572
21111,6542,243731.015678167,0.0268410648591328
21113,30038,110151.434503548,0.272697311073444
21115,4219,167658.179065049,0.0251642957327068
21117,10542,102637.476317584,0.102711021141835
21119,1238,224975.322632974,0.00550282575667058
21121,8800,247251.310071171,0.0355913179892431
21123,68716,167065.607759037,0.411311465727351
21125,31814,277570.061457778,0.114616107489818
21127,7048,265982.243404294,0.0264980094527852
21129,5508,133645.232132244,0.0412135914773957
21131,2650,256561.983096339,0.0103288880449795
21133,661,216277.507277177,0.00305625863882773
21135,31105,309028.866384643,0.100654027450252
21137,67092,213058.013276043,0.314900148407345
21139,76444,200294.172775936,0.381658632103671
21141,194163,353418.217750327,0.549385940645445
21143,20344,136822.392533716,0.148689111652443
21145,39814,159222.736990428,0.250052227166485
21147,3379,273090.926773039,0.0123731683067165
21149,95634,161616.078629158,0.591735678845672
21151,56672,280274.585868065,0.202201708101631
21153,9591,197403.802632547,0.0485856902050309
21155,89538,219872.648160348,0.407226641190504
21157,51415,193359.961373816,0.265903032017064
21159,1796,146957.881328282,0.0122211887090832
21161,54185,153681.359531748,0.352580170848934
21163,69608,195496.487131388,0.356057548764128
21165,8505,130264.619245063,0.0652901766365264
21167,67482,159604.918080055,0.422806520073224
21169,59474,185376.779721979,0.32082766832608
21171,62262,210863.848458615,0.295271097701794
21173,27560,126320.777086126,0.218174718646716
21175,25143,243906.288266227,0.10308467312887
21177,72781,299059.208281528,0.24336652403455
21179,89973,267958.586311003,0.335772035666639
21181,34157,124995.751083181,0.273265288651847
21183,75500,375740.810746013,0.2009363844457
21185,21114,119868.152326301,0.176143534293614
21187,51756,224310.298793725,0.230733944354444
21189,5689,126337.271864518,0.0450302584189152
21191,30695,177374.772593796,0.173051666542763
21193,2266,217423.164426161,0.0104220725789756
21195,7644,503182.079522017,0.015191320023283
21197,12029,114535.559146135,0.105024152234262
21199,90550,421183.680335951,0.214989336547356
21201,7383,63738.0251705057,0.11583352292842
21203,27760,202602.710813171,0.137016922866342
21205,9856,179123.79485894,0.0550233988050644
21207,49606,162093.977717852,0.306032344312917
21209,47843,180604.246687058,0.264905177356654
21211,99543,243065.725212212,0.409531207713849
21213,94329,149872.186840191,0.629396300866573
21215,28043,119468.969645146,0.234730408099234
21217,45998,170505.099186664,0.269774922975428
21219,139477,239688.380787906,0.58190972604308
21221,63286,282516.812929203,0.224007907153686
21223,19586,94573.1173357185,0.207099020861003
21225,190949,219441.950894427,0.870157229379834
21227,140803,346703.177948517,0.406119727062058
21229,64237,190261.96587615,0.33762396863814
21231,38469,293147.672151323,0.131227376692735
21233,142680,212496.943705316,0.671444951217105
21235,16398,280269.78634025,0.0585079120162196
21237,8533,142181.977281754,0.0600146387266134
21239,35700,121327.024935707,0.294246067757104
22001,186126,419356.071146488,0.44383761868797
22003,48387,487733.83837964,0.0992077977627148
22005,26106,185580.693059223,0.140671960911736
22007,53200,220173.354899279,0.241627784725981
22009,202768,532272.135231881,0.380947989906827
22011,37822,740785.556101969,0.05105661103737
22013,4332,519259.932819912,0.00834264253063872
22015,22533,537328.563685347,0.0419352357623688
22017,81155,562859.749134074,0.144183342519788
22019,79126,681012.072861061,0.116188835929996
22021,16642,339052.906797284,0.0490837850564427
22023,33804,822168.975971862,0.0411156355784908
22025,204800,453089.317521696,0.452008008311061
22027,10283,483068.41391343,0.0212868399254164
22029,212030,446169.546958042,0.475222931384735
22031,38333,560927.379618335,0.0683386145744614
22033,14138,291521.309784937,0.0484973122905834
22035,238859,269367.718831162,0.886739513689521
22037,25993,290107.383420386,0.0895978575020764
22039,99053,423955.58272337,0.233640041637644
22041,184259,399551.003092963,0.461165154319807
22043,16881,412000.178859588,0.0409732831833384
22045,94580,367834.265368618,0.257126670635805
22047,68480,395980.451913361,0.172937829807274
22049,7356,364401.725262463,0.0201865125493075
22051,273,192552.783986513,0.00141779305574269
22053,199550,416973.067902689,0.478568078757955
22055,20885,172049.001251883,0.121389835733042
22057,43383,683387.550757587,0.0634822802257762
22059,4950,399906.264522384,0.0123779006210665
22061,11793,301847.228117423,0.0390694328172275
22063,6057,414804.113517546,0.0146020731294985
22065,185958,399286.452566275,0.465725793612129
22067,208806,508767.917169268,0.410415030023463
22069,77141,801925.37246973,0.0961947366279545
22071,104,108479.675419197,0.000958704933418299
22073,49869,390623.681448507,0.127665070932403
22075,902,499580.748896157,0.00180551392741415
22077,148377,356400.147850538,0.416321376112965
22079,114387,847430.143193135,0.134981037574363
22081,31634,248947.079149867,0.127071183594632
22083,153840,355592.401379542,0.432630167020354
22085,25664,554639.809144855,0.0462714712807377
22087,1631,241610.568573526,0.00675053251862888
22089,4079,177754.735171312,0.0229473493129105
22091,9244,261456.990453877,0.0353557194395638
22093,39929,152231.225557035,0.262291785761392
22095,13749,137263.2643637,0.100165183042492
22097,182550,591378.531056503,0.308685537964783
22099,80436,471980.87305905,0.170422160285162
22101,50694,357457.389211568,0.141818302068994
22103,15017,540979.520731978,0.027758906621236
22105,32720,506349.753053701,0.0646193659672425
22107,192143,386113.447810253,0.497633535142823
22109,7035,787128.417590051,0.00893755052261871
22111,18393,561224.298231775,0.0327729930046686
22113,194224,750114.885089191,0.258925671068247
22115,9078,849104.8786618,0.0106912587927972
22117,29667,428567.729539699,0.0692235974739947
22119,6604,379723.918197097,0.0173915828935805
22121,35526,123101.64534148,0.288590781231656
22123,73314,230198.967297762,0.318481011711788
22125,14176,258122.391553903,0.0549196833124788
22127,2859,608002.213700752,0.00470228551076814
23001,14888,299490.589535144,0.0497110778108537
23003,172979,4269527.00389798,0.0405147923510202
23005,18252,535163.4619202,0.0341054673921697
23007,11268,1086084.16927329,0.010374886513206
23009,11714,1015761.95549601,0.0115322295116673
23011,33245,555182.235355902,0.0598812387768283
23013,8442,233693.292892066,0.0361242716704712
23015,6029,291754.603457771,0.0206646268080998
23017,16827,1329252.58802238,0.0126589935965705
23019,36537,2174196.50118143,0.0168048288092388
23021,8636,2534941.88497101,0.0034067842151335
23023,5062,162546.365647013,0.0311418836087218
23025,26468,2511532.62159894,0.0105385849948265
23027,19387,467187.995096795,0.0414972135488697
23029,39623,1640144.01838236,0.0241582443711738
23031,16022,634365.600898716,0.0252567288915121
24001,12432,270207.234899677,0.0460091307496477
24003,22494,265476.112772925,0.0847307871320243
24005,45728,382949.253769438,0.119410077314138
24009,15176,136441.346646209,0.111227280974815
24011,95369,204442.699488011,0.46648278583111
24013,91499,286473.284397057,0.319398020630715
24015,58725,221631.914673272,0.264966352371101
24017,26188,293004.033252823,0.0893776092747615
24019,98684,346089.309618138,0.285140272344396
24021,140459,422797.426984215,0.332213469230133
24023,46041,415409.458442019,0.110832815826282
24025,44183,279760.183384067,0.157931695159578
24027,19811,160607.915609164,0.1233500847381
24029,111954,177272.133667217,0.631537499346428
24031,51340,315611.691711033,0.162668245024984
24033,19137,308891.713261079,0.0619537500632955
24035,133675,237868.232698317,0.561970795694847
24037,34917,229480.922304018,0.1521564391908
24039,41089,204639.159879859,0.200787571763502
24041,78560,171875.654603163,0.457074622821853
24043,84464,292981.793274322,0.288290951652806
24045,50460,239634.896557926,0.210570333139282
24047,75107,299777.482341961,0.250542500434787
25001,1509,252288.065971045,0.00598125794889239
25003,19678,593199.237110043,0.0331726657233539
25005,12260,353990.705072288,0.0346336777331382
25007,481,66049.5368738954,0.00728241290954615
25009,8523,315208.38904186,0.0270392549700451
25011,19592,447492.996922867,0.0437816907409102
25013,11051,394883.069271609,0.0279854996578719
25015,19129,337430.768203176,0.0566901474393169
25017,11949,523434.48541203,0.0228280717702315
25019,427,29563.0245519974,0.014443718343127
25021,2728,253506.129197453,0.0107610810383018
25023,18127,421440.792990671,0.0430119729781385
25025,139,37282.126165792,0.00372832813723856
25027,34018,966833.055639411,0.0351849782147781
26001,19598,431779.399690261,0.0453889185404833
26003,9811,585621.884532795,0.0167531307472007
26005,168011,528161.976325208,0.318105065360763
26007,39390,366015.309562492,0.107618449203898
26009,32019,304434.489904683,0.105175336769579
26011,66172,232434.156303439,0.28469137691456
26013,6305,574993.236656729,0.010965346369394
26015,106855,353986.678984315,0.301861641535767
26017,174916,283141.979658918,0.617767807552627
26019,7985,204605.38897586,0.0390263425610071
26021,121492,363379.912635434,0.334338789172115
26023,188564,324102.848388802,0.581802970684768
26025,161077,452007.677716663,0.356358991098753
26027,139837,313669.414505043,0.445810122165264
26029,12886,266450.962280979,0.0483616193001825
26031,20807,457778.532305568,0.0454521095500199
26033,51959,997445.052912179,0.0520920925401339
26035,24130,361194.861805773,0.0668060444696345
26037,204091,363103.472880445,0.562073941020109
26039,369,356105.64617483,0.00103620934956712
26041,30406,749500.336477698,0.040568360706673
26043,9660,487006.437976172,0.0198354667345746
26045,164288,368133.460811038,0.446272934924349
26047,13892,299229.972679017,0.0464258305263488
26049,100943,407643.358126074,0.247625768917301
26051,36175,321143.197062637,0.112644453723067
26053,1585,705366.743382141,0.00224705802317832
26055,30526,297175.134029874,0.102720572835449
26057,277097,363763.560048392,0.761750297262149
26059,243697,382817.427249466,0.636588051257116
26061,11518,645824.342962224,0.0178345708481195
26063,416734,535051.136709791,0.778867609856205
26065,163578,355895.391125087,0.459623822277898
26067,195307,365644.519289613,0.534144475567279
26069,17204,351665.209428282,0.0489215297355383
26071,6754,746301.547189332,0.0090499611389477
26073,175395,366528.257337112,0.478530635739448
26075,135713,449214.071816525,0.302112085338747
26077,118836,359651.497688969,0.330419866908968
26079,10930,358235.868768343,0.0305106242922536
26081,108356,543315.564316278,0.199434743115372
26083,66,345671.576488925,0.000190932678556851
26085,7767,363260.029459842,0.0213813779940208
26087,122549,414069.018005408,0.295962737299992
26089,30054,222207.510333821,0.13525195415245
26091,287358,479768.278553839,0.59895164571151
26093,67881,361781.063229274,0.187630052811751
26095,4219,575407.999085052,0.00733218864998153
26097,7881,654002.642976584,0.0120504100168937
26099,69636,306782.581111833,0.226988115647333
26101,19173,347088.262773476,0.0552395515964568
26103,7674,1157792.73887935,0.00662812932082113
26105,53574,316780.006199506,0.169120521975934
26107,70374,355298.885160093,0.198069858756496
26109,48666,668186.207674796,0.0728329909253164
26111,69844,331429.801670322,0.210735424660076
26113,87092,361464.187396844,0.240942264923146
26115,189302,351586.033404734,0.53842298047739
26117,191506,451410.496659768,0.424239138028596
26119,11247,349871.821368822,0.0321460583936076
26121,47071,322504.683217443,0.145954469654207
26123,80534,536887.432888923,0.150001648514395
26125,16525,555131.332388732,0.0297677306897683
26127,77975,344387.406395465,0.226416525552216
26129,52675,360642.056674515,0.146058949656945
26131,11966,839025.608318254,0.0142617816206882
26133,58886,362423.137897579,0.162478588816372
26135,6472,362031.144006167,0.0178769150310719
26137,18610,329604.085060972,0.0564616788549737
26139,112531,360652.494652913,0.312020578447123
26141,40970,421578.992358419,0.0971822617887184
26143,1602,332733.879561697,0.00481465849558295
26145,269150,512516.024684861,0.525154311351526
26147,149465,461752.256176913,0.323690892682363
26149,210902,320409.289386065,0.658226858541176
26151,430046,616045.701420822,0.698074832773218
26153,4129,750000.828164272,0.00550532725424622
26155,180653,339818.835377548,0.531615617478324
26157,298606,515097.843234789,0.579707338948983
26159,97689,388987.668875677,0.251136495617865
26161,146292,451842.05360531,0.323768004400467
26163,7727,391574.28052868,0.0197331652874838
26165,24533,361551.911042626,0.0678547097960372
27001,54562,1165676.05017329,0.0468071725346751
27003,21934,270062.755595776,0.0812181596518638
27005,279390,841623.45857109,0.331965556751886
27007,87778,1602971.34779219,0.0547595564455339
27009,104396,261313.916438278,0.399504172693605
27011,241318,319442.627220599,0.75543455831069
27013,452711,478615.149926555,0.945876870110506
27015,282635,391109.981378839,0.722648394202531
27017,36197,551162.116955063,0.0656739621365364
27019,137542,226482.373378513,0.607296709003178
27021,56299,1293736.81213946,0.0435165788526167
27023,332842,371983.019911855,0.894777401610618
27025,58198,265535.702976869,0.21917203354409
27027,508962,668912.560598555,0.760879717290062
27029,77211,639362.128289668,0.120762548458327
27031,283,929648.466415396,0.000304416142470725
27033,370705,409582.684152499,0.905079766169941
27035,43947,638949.841115947,0.0687800468394281
