fips,name,rural_raw_value,cropland_share_of_land,gcd_funding,pgma,moratorium,dist_km,land_score,permissive_score,infra_score,siting_risk,is_lit,is_peer
48369,Parmer,1,0.790306001476883,0,0,0,101.775826684756,0.604846999261559,1,0.361404204543545,0.554490801520786,FALSE,FALSE
48371,Pecos,0.4371750148,0.0283604909723825,2,0,0,0,0.430975765769707,0,1,0.244979229818992,TRUE,FALSE
48373,Polk,0.8884344512,0.0302671679942469,0,0,0,116.663008535972,0.874989253806827,1,0.311414615659877,0.666780907491289,FALSE,FALSE
48375,Potter,0.1126429023,0.116108610692114,0,0,0,146.955231042351,0.10610349685481,1,0.230028443474768,0.252464829558894,FALSE,FALSE
48377,Presidio,1,0.00175328995462243,0,0,0,169.298801992972,0.999123355022689,1,0.183968998877487,0.674139487095575,FALSE,FALSE
48379,Rains,1,0.14934607916953,0,0,0,80.8618894933554,0.925326960415235,1,0.445472886419967,0.748416818411628,FALSE,FALSE
48381,Randall,0.1697725803,0.378720863860406,0,0,0,99.5013759481682,0.137624371164487,1,0.369718357376095,0.327189402173715,FALSE,FALSE
48383,Reagan,1,0.0538871983082736,0,0,0,111.43965461482,0.973056400845863,1,0.328113220355964,0.722300132485359,FALSE,FALSE
48385,Real,1,0.00587536441671372,0,0,0,132.32703506321,0.997062317791643,1,0.266263102838056,0.707969074009529,FALSE,FALSE
48387,Red River,1,0.185430716609916,0,0,0,149.402409135031,0.907284641695042,1,0.224467557705246,0.645917687403656,FALSE,FALSE
48389,Reeves,0.1130322756,0.039542844584934,0,0,0,60.3439723269449,0.110797466746434,1,0.546927118905707,0.388975934614237,FALSE,FALSE
48391,Refugio,1,0.149968553115165,0,0,0,182.030656212749,0.925015723442417,1,0.161976087587806,0.628215087578641,FALSE,FALSE
48393,Roberts,1,0.0846639507621603,0,0,0,145.59864562634,0.95766802461892,1,0.233170238173445,0.67449378596458,FALSE,FALSE
48395,Robertson,1,0.223926972148447,0,0,0,44.8397300486519,0.888036513925777,1,0.638650897308244,0.811796294719991,FALSE,FALSE
48397,Rockwall,0.1373598345,0.135837248127856,0,0,0,35.6130820869111,0.128030543539111,1,0.700380989792002,0.462470312827177,FALSE,FALSE
48399,Runnels,1,0.432239505074513,0,0,0,52.6737015925926,0.783880247462744,1,0.590528715188965,0.739962408641151,FALSE,FALSE
48401,Rusk,0.6407476922,0.0701029705225064,0,0,0,138.333197605873,0.61828853391067,1,0.25074169431496,0.514270796620383,FALSE,FALSE
48403,Sabine,1,0.013587781643818,0,0,0,220.556430758992,0.993206109178091,1,0.110188327647219,0.639973438468836,FALSE,FALSE
48405,San Augustine,1,0.0183674939924742,0,0,0,190.603652602985,0.990816253003763,1,0.148668463998114,0.655087360999684,FALSE,FALSE
48407,San Jacinto,1,0.0391803326137095,0,0,0,82.5429830779726,0.980409833693145,1,0.438046666053579,0.772484752660475,FALSE,FALSE
48409,San Patricio,0.2783215766,0.550860809219446,0,0,0,187.124685090186,0.201663352145446,1,0.153931612341809,0.267450740081277,FALSE,FALSE
48411,San Saba,1,0.100138959989557,0,0,0,128.154305599494,0.949930520005221,1,0.277608604166162,0.689488847578447,FALSE,FALSE
48413,Schleicher,1,0.0688069512205575,0,0,0,156.063432056597,0.965596524389721,1,0.210002819835658,0.668600358358219,FALSE,FALSE
48415,Scurry,0.3180368533,0.404028080263709,0,0,0,48.2177428457498,0.253788943654045,1,0.617437501061959,0.489475967544631,FALSE,FALSE
48417,Shackelford,1,0.0831677203922065,0,0,0,60.2713005614936,0.958416139803897,1,0.547324724954917,0.807893481043446,FALSE,FALSE
48419,Shelby,0.7867371576,0.0697733709456642,0,0,0,189.670740751867,0.759290505833019,1,0.150061899373344,0.541296718245889,FALSE,FALSE
48421,Sherman,1,0.683803507922171,0,0,0,223.023967444251,0.658098246038914,1,0.107502661407425,0.473282794068044,FALSE,FALSE
48423,Smith,0.3492476839,0.106393824497468,0,0,0,111.289179981058,0.330668785506498,1,0.328607319176086,0.405150512210957,FALSE,FALSE
48425,Somervell,1,0.249956639520296,0,0,0,38.0025376245478,0.875021680239852,1,0.683844055597549,0.8245038168004,FALSE,FALSE
48427,Starr,0.2859526699,0.10926446029884,0,0,0,320.743627845098,0.270330437826182,1,0.040460209129847,0.253324384195622,FALSE,FALSE
48429,Stephens,0.400615317,0.0503622953071921,0,0,0,96.7843136149366,0.390527363550331,1,0.379901550997795,0.456443223172537,FALSE,FALSE
48431,Sterling,1,0.0266680172945088,0,0,0,54.3326428200645,0.986665991352746,1,0.580813002672489,0.836030518346976,FALSE,FALSE
48433,Stonewall,1,0.114973388389535,0,0,0,48.7462157286459,0.942513305805232,1,0.614183118139768,0.828348483215903,FALSE,FALSE
48435,Sutton,1,0.0233934091584809,0,0,0,200.080097530568,0.98830329542076,1,0.135226926418115,0.648154005794777,FALSE,FALSE
48437,Swisher,1,0.736918438744422,0,0,0,51.6691371143288,0.631540780627789,1,0.596490853518599,0.667226813096701,FALSE,FALSE
48439,Tarrant,0.0122815828,0.0626517453303797,1,1,0,48.0081269703433,0.0118968515010802,0.25,0.618733105506804,0,FALSE,FALSE
48441,Taylor,0.1750600525,0.274808176714964,0,0,0,0,0.151006085578425,1,1,0.600695915189475,TRUE,FALSE
48443,Terrell,1,0.0056663183035081,0,0,0,87.5065782805829,0.997166840848246,1,0.41683459822715,0.771780875664658,FALSE,FALSE
48445,Terry,0.3014960696,0.872654159484114,0,0,0,96.8908046189034,0.169945169997724,1,0.37949720535613,0.347297747526751,FALSE,FALSE
48447,Throckmorton,1,0.171358341416666,0,0,0,48.2473769882203,0.914320829291667,1,0.617254555861688,0.815721163730868,FALSE,FALSE
48449,Titus,0.5065446283,0.125656980671506,0,0,0,149.42027106147,0.474719194016226,1,0.224427467055796,0.432200338758327,FALSE,FALSE
48451,Tom Green,0.1668374957,0.194643279292111,0,0,0,99.6220122765491,0.150600597064034,1,0.369272611644107,0.333411295976696,FALSE,FALSE
48453,Travis,0.0511065054,0.0809100770686159,2,0,0,0,0.0490389897546892,0,1,0.0562909478849157,TRUE,FALSE
48455,Trinity,1,0.0240029486172693,0,0,0,117.765976701341,0.987998525691365,1,0.307998684533315,0.721164403683575,FALSE,FALSE
48457,Tyler,1,0.0184868568965836,0,0,0,140.472060389431,0.990756571551708,1,0.2454356206308,0.696034356020937,FALSE,FALSE
48459,Upshur,0.8069059963,0.089746350797267,0,0,0,160.381572590177,0.770697561997821,1,0.201127604136662,0.568556145897499,FALSE,FALSE
48461,Upton,1,0.0721118487875328,0,0,0,72.8861665713484,0.963944075606234,1,0.482457875965137,0.783156294557878,FALSE,FALSE
48463,Uvalde,0.3516528253,0.116490655526712,0,0,0,120.905509801884,0.331170691231491,1,0.298479179793129,0.392640575209411,FALSE,FALSE
48465,Val Verde,0.1030975497,0.00208532106955059,0,0,0,180.182191224986,0.102990053953696,1,0.164998002329323,0.223389267654445,FALSE,FALSE
48467,Van Zandt,1,0.17702502346502,0,0,0,82.9303121273746,0.91148748826749,1,0.43635326569885,0.737717958305581,FALSE,FALSE
48469,Victoria,0.2774121486,0.187823451717351,0,0,0,148.039425686284,0.251359894950811,1,0.22754795835243,0.323175497020124,FALSE,FALSE
48471,Walker,0.4317408377,0.0640881771214604,0,0,0,70.061451199241,0.417906096061457,1,0.496280239909282,0.519250211780175,FALSE,FALSE
48473,Waller,0.7736028454,0.200855514770981,0,0,0,59.6361786392858,0.695911646529444,1,0.550811966664708,0.679685035302232,FALSE,FALSE
48475,Ward,0.2131569907,0.00649418977484226,0,0,0,0,0.21246484972528,1,1,0.631058397529237,TRUE,FALSE
48477,Washington,0.514173998,0.148105348816155,0,0,0,50.6686256390296,0.476098038337007,1,0.602488767833986,0.592973255418937,FALSE,FALSE
48479,Webb,0.058596704,0.0246575896244142,0,0,0,203.209292299414,0.0578742772597124,1,0.131060933462007,0.186729912264759,FALSE,FALSE
48481,Wharton,0.4752946837,0.523881161965474,0,0,0,102.820807428324,0.350795718113616,1,0.357647264039646,0.427390916493372,FALSE,FALSE
48483,Wheeler,1,0.189970621141666,0,0,0,96.9067768199707,0.905014689429167,1,0.379436596139888,0.710418585670736,FALSE,FALSE
48485,Wichita,0.1274835717,0.270510224260885,0,0,0,130.804151330957,0.110240766914927,1,0.270349013182275,0.271582688854259,FALSE,FALSE
48487,Wilbarger,0.260960658,0.291877129528531,0,0,0,101.912202644764,0.222876434111542,1,0.360911672014409,0.365577261662604,FALSE,FALSE
48489,Willacy,0.3559809562,0.450808084188452,0,0,0,341.21639390942,0.275741409763952,1,0.0329697785348016,0.252825711575455,FALSE,FALSE
48491,Williamson,0.0915261807,0.222953380355639,0,0,0,0,0.081323145010947,1,1,0.566270441756472,TRUE,FALSE
48493,Wilson,0.8731131791,0.16563112230692,0,0,0,51.8819152187009,0.800805821222352,1,0.595223000922434,0.750311968355711,FALSE,FALSE
48495,Winkler,0.1809780516,0,0,0,0,37.848874407293,0.1809780516,1,0.684895680147516,0.482070655366827,FALSE,FALSE
48497,Wise,0.9050734351,0.142377640743766,1,1,0,50.0743217556475,0.840642324905303,0.25,0.606080042951681,0.404067253607493,FALSE,FALSE
48499,Wood,0.8729121602,0.114118787704538,0,0,0,119.632685531927,0.823104321452713,1,0.302302576174532,0.63728965336121,FALSE,FALSE
48501,Yoakum,1,0.406635072326559,0,0,0,135.957054292334,0.796682463836721,1,0.256771025412315,0.604955923059364,FALSE,FALSE
48503,Young,0.5195052331,0.15056240205276,0,0,0,97.0770370228769,0.480396255212742,1,0.378791116274993,0.500370946526867,FALSE,FALSE
48505,Zapata,0.2121823025,0.0093586084787678,0,0,0,278.646490747532,0.21118943695239,1,0.0616387278285526,0.23307508398084,FALSE,FALSE
48507,Zavala,0.306204757,0.058521773597624,0,0,0,136.832222681284,0.297244934268165,1,0.254533651242055,0.35727130050693,FALSE,FALSE
