site_id,name,operator,county_fips,lat,lon,status,status_date,mw,cooling,water_source,power_source,confidence,source_url,notes,assign_pattern
COMP-110,Riot Corsicana Data Center I,"Riot Platforms, Inc. Riot Corsicana Data Center I. LLC Riot Data Centers, LLC 3 Riot Corsicana, LLC",48349,,,operating,12/12/2025,100,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Platforms, Inc.; occupant=Riot Platforms, Inc.; operator=Riot Platforms, Inc. Riot Corsicana Data Center I. LLC Riot Data Centers, LLC 3 Riot Corsicana, LLC; addr_guess=NA; verify county/MW",Corsicana|Navarro County
COMP-111,Riot Rockdale,"Riot Platforms, Inc. Whinstone US, Inc. Riot Data Centers, LLC",48331,,,operating,10/03/2025,750,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Platforms, Inc.; occupant=Riot Platforms, Inc.; operator=Riot Platforms, Inc. Whinstone US, Inc. Riot Data Centers, LLC; addr_guess=NA; verify county/MW",Milam County|Rockdale|Whinstone
COMP-112,Riot Rockdale Data Center 1,"Riot Platforms, Inc. Riot Rockdale Data Center 1 Riot Data Centers, LLC Whinstone, US, Inc.",48331,,,operating,11/18/2025,750,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Platforms, Inc.; occupant=Riot Platforms, Inc.; operator=Riot Platforms, Inc. Riot Rockdale Data Center 1 Riot Data Centers, LLC Whinstone, US, Inc.; addr_guess=NA; verify county/MW",Milam County|Rockdale|Whinstone
COMP-115,Sweetwater II,IE US DEVELOPMENT HOLDINGS 7 INC.,48353,,,operating,07/15/2025,100,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=IE US DEVELOPMENT HOLDINGS 7 INC.; occupant=IE US HARDWARE 1 INC.; operator=IE US DEVELOPMENT HOLDINGS 7 INC.; addr_guess=NA; verify county/MW,Sweetwater|Stargate
COMP-116,Temple Data Center,Rowan Temple LLC,48027,,,operating,01/21/2026,30,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Rowan Temple LLC; occupant=Polmer LLC; operator=Rowan Temple LLC; addr_guess=NA; verify county/MW,Temple|Belton|Killeen|Bell County
COMP-117,TX11-12 Data Center,"Vantage Data Centers Management Company, LLC",48085,,,operating,11/05/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX11, LLC Vantage Data Centers TX12, LLC; occupant=Oracle America Cloud Services, LLC; operator=Vantage Data Centers Management Company, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-118,TX21-22 Data Center,"Vantage Data Centers Management Company, LLC",48085,,,operating,11/05/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX21, LLC Vantage Data Centers TX22, LLC; occupant=Oracle America Cloud Services, LLC; operator=Vantage Data Centers Management Company, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-119,TX 301 Data Center,"Vantage Data Centers TX301, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX301, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX301, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-120,TX 302 Data Center,"Vantage Data Centers TX302, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX302, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX302, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-121,TX 303 Data Center,"Vantage Data Centers TX303, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX303, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX303, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-122,TX 304 Data Center,"Vantage Data Centers TX304, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX304, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX304, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-123,TX 305 Data Center,"Vantage Data Centers TX305, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX305, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX305, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-124,TX 306 Data Center,"Vantage Data Centers TX306, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX306, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX306, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-125,TX 307 Data Center,"Vantage Data Centers TX307, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX307, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX307, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-126,TX 308 Data Center,"Vantage Data Centers TX308, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX308, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX308, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-127,TX 309 Data Center,"Vantage Data Centers TX309, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX309, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX309, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
COMP-128,TX 310 Data Center,"Vantage Data Centers TX310, LLC",48085,,,operating,10/08/2025,30,unknown,unknown,unknown,low,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX310, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX310, LLC; addr_guess=NA; verify county/MW",Vantage.*TX\s*\d|TX\s?\d+\s*Data Center|TX\s?\d{3}\s*Data Center
